full_name,city,engine_capacity,insurance,transmission_type,categoria_marca,kms_driven,ano,marca,modelo,mileage,seats,engine_capacity,body_type,fuel_type,kms_driven,max_power,owner_type,resale_price_Lakh
2017 Mercedes-Benz E-Class E 200 CGI,Delhi,1991.0,Comprehensive,Automatic,alta,51000.0,2017.0,Mercedes-Benz,2017  E-Class E 200 CGI,18.16,5.0,1991.0,Sedan,Petrol,51000.0,184.0,First Owner,28.15
2018 Isuzu MU-X 4X2,Bangalore,2999.0,Third Party,Automatic,baixa,77881.0,2018.0,Isuzu,MU-X 4X2,20.52,7.0,2999.0,SUV,Diesel,77881.0,175.0,First Owner,23.99
2012 Mahindra Scorpio VLX 4WD AIRBAG BSIV,Lucknow,2179.0,Third Party,Manual,baixa,120000.0,2012.0,Mahindra,Scorpio VLX 4WD AIRBAG BSIV,16.8,8.0,2179.0,SUV,Diesel,120000.0,120.0,Second Owner,4.25
2019 Volkswagen Ameo 1.0 MPI Comfortline,Chennai,999.0,Comprehensive,Manual,baixa,42709.0,2019.0,Volkswagen,Ameo 1.0 MPI Comfortline,22.71,5.0,999.0,Sedan,Petrol,42709.0,75.0,First Owner,5.7
2017 Maruti Eeco CNG 5 Seater AC BSIV,Agra,1196.0,Third Party,Manual,baixa,150000.0,2017.0,Maruti,Eeco CNG 5 Seater AC BSIV,17.8,5.0,1196.0,Minivans,CNG,150000.0,61.7,First Owner,3.0
2017 Maruti Baleno 1.3 Delta,Kolkata,1248.0,Third Party,Manual,baixa,61530.0,2017.0,Maruti,Baleno 1.3 Delta,22.3,5.0,1248.0,Hatchback,Diesel,61530.0,74.0,First Owner,4.79
2018 Tata Nexon 1.2 Revotron XM,Mumbai,1198.0,Third Party,Manual,baixa,83209.0,2018.0,Tata,Nexon 1.2 Revotron XM,15.74,5.0,1198.0,SUV,Petrol,83209.0,108.5,First Owner,5.98
2013 Hyundai Santro Xing GL PLUS CNG,Delhi,1086.0,Third Party,Manual,baixa,50000.0,2013.0,Hyundai,Santro Xing GL PLUS CNG,18.0,5.0,1086.0,Hatchback,CNG,50000.0,103.88974615994809,Second Owner,2.25
2018 Hyundai Verna VTVT 1.6 SX,Bangalore,1591.0,Third Party,Manual,baixa,61208.0,2018.0,Hyundai,Verna VTVT 1.6 SX,20.63,5.0,1591.0,Sedan,Petrol,61208.0,121.3,First Owner,8.99
2020 Maruti Ignis 1.2 Zeta BSIV,Bangalore,1197.0,Comprehensive,Manual,baixa,46001.0,2020.0,Maruti,Ignis 1.2 Zeta BSIV,13.68,5.0,1197.0,Hatchback,Petrol,46001.0,81.8,Second Owner,5.5
2019 Maruti Swift Dzire AMT ZXI,Gurgaon,1197.0,Third Party,Automatic,baixa,60000.0,2019.0,Maruti,Swift Dzire AMT ZXI,20.73,5.0,1197.0,Sedan,Petrol,60000.0,81.8,Second Owner,6.5
2015 Hyundai i20 Sportz 1.2,Mumbai,1197.0,Third Party,Manual,baixa,15146.0,2015.0,Hyundai,i20 Sportz 1.2,11.2,5.0,1197.0,Hatchback,Petrol,15146.0,81.8,Second Owner,4.68
2022 Volkswagen Virtus Topline AT BSVI,Bangalore,999.0,Comprehensive,Automatic,baixa,11086.0,2022.0,Volkswagen,Virtus Topline AT BSVI,24.0,5.0,999.0,Sedan,Petrol,11086.0,113.9,First Owner,16.62
2008 Mercedes-Benz C-Class 200 K AT,Delhi,1796.0,Third Party,Automatic,alta,110000.0,2008.0,Mercedes-Benz,2008  C-Class 200 K AT,15.04,5.0,1796.0,Sedan,Petrol,110000.0,178.0,Second Owner,2.2
2010 Chevrolet Beat LS,Ahmedabad,1199.0,Comprehensive,Manual,baixa,29000.0,2010.0,Chevrolet,Beat LS,17.3,5.0,1199.0,Hatchback,Petrol,29000.0,79.4,First Owner,1.8
2013 Maruti Ertiga ZDI,Kolkata,1248.0,Third Party,Manual,baixa,90000.0,2013.0,Maruti,Ertiga ZDI,26.0,7.0,1248.0,MUV,Diesel,90000.0,88.8,Second Owner,4.0
2018 Tata Tigor 1.2 Revotron XZ Option,Mumbai,1199.0,Third Party,Manual,baixa,40000.0,2018.0,Tata,Tigor 1.2 Revotron XZ Option,11.74,5.0,1199.0,Sedan,Petrol,40000.0,84.0,First Owner,5.0
2020 Hyundai Grand i10 Nios AMT Sportz,Ahmedabad,1197.0,Comprehensive,Automatic,baixa,34000.0,2020.0,Hyundai,Grand i10 Nios AMT Sportz,21.79,5.0,1197.0,Hatchback,Petrol,34000.0,81.8,Second Owner,6.5
2019 Maruti SX4 S Cross Delta DDiS 200 SH,Bangalore,1248.0,Comprehensive,Manual,baixa,78292.0,2019.0,Maruti,SX4 S Cross Delta DDiS 200 SH,16.82,5.0,1248.0,SUV,Diesel,78292.0,88.5,Second Owner,8.5
2021 Hyundai Creta E BSVI,Ahmedabad,1497.0,Third Party,Manual,baixa,50000.0,2021.0,Hyundai,Creta E BSVI,16.47,5.0,1497.0,SUV,Petrol,50000.0,113.1,Second Owner,11.21
2016 Maruti Swift Dzire VXI,Bangalore,1197.0,Third Party,Manual,baixa,35792.0,2016.0,Maruti,Swift Dzire VXI,26.3,5.0,1197.0,Sedan,Petrol,35792.0,88.5,Second Owner,5.77
2016 Audi A4 35 TDI Premium Plus,Bangalore,1968.0,Comprehensive,Automatic,alta,30000.0,2016.0,Audi,A4 35 TDI Premium Plus,21.1,5.0,1968.0,Sedan,Diesel,30000.0,187.7,Second Owner,21.0
2015 Maruti Alto K10 VXI,Chandigarh,998.0,Third Party,Manual,baixa,46499.0,2015.0,Maruti,Alto K10 VXI,21.58,5.0,998.0,Hatchback,Petrol,46499.0,65.7,Second Owner,2.5
2022 Mahindra XUV300 W6 AMT Sunroof BSVI,Chennai,1197.0,Comprehensive,Automatic,baixa,2000.0,2022.0,Mahindra,XUV300 W6 AMT Sunroof BSVI,17.0,5.0,1197.0,SUV,Petrol,2000.0,108.6,First Owner,10.9
2014 Hyundai Verna 1.4 CX VTVT,Pune,1396.0,Not Available,Manual,baixa,67401.0,2014.0,Hyundai,Verna 1.4 CX VTVT,15.63,5.0,1396.0,Sedan,Petrol,67401.0,105.5,Second Owner,4.2
2021 Mahindra Thar LX 4-Str Hard Top Diesel AT BSVI,Delhi,2184.0,Comprehensive,Automatic,baixa,50000.0,2021.0,Mahindra,Thar LX 4-Str Hard Top Diesel AT BSVI,20.92,4.0,2184.0,SUV,Diesel,50000.0,130.0,Second Owner,15.0
2021 BMW 3 Series 330i M Sport,Gurgaon,1998.0,Third Party,Automatic,alta,7000.0,2021.0,BMW,3 Series 330i M Sport,16.25,5.0,1998.0,Sedan,Petrol,7000.0,254.7,First Owner,48.5
2010 Fiat Punto 1.3 Active,Mumbai,1248.0,Third Party,Manual,baixa,100000.0,2010.0,Fiat,Punto 1.3 Active,17.4,5.0,1248.0,Hatchback,Diesel,100000.0,75.0,First Owner,1.8
2011 Hyundai i10 Era,Delhi,1086.0,Comprehensive,Manual,baixa,65000.0,2011.0,Hyundai,i10 Era,16.95,5.0,1086.0,Hatchback,Petrol,65000.0,68.0,First Owner,1.9
2019 Hyundai i20 Asta Option CVT BSIV,Mumbai,1197.0,Third Party,Automatic,baixa,30000.0,2019.0,Hyundai,i20 Asta Option CVT BSIV,9.0,5.0,1197.0,Hatchback,Petrol,30000.0,81.8,First Owner,7.8
2016 Volkswagen Vento 1.5 TDI Highline AT,Mumbai,1498.0,Third Party,Automatic,baixa,39000.0,2016.0,Volkswagen,Vento 1.5 TDI Highline AT,18.9,5.0,1498.0,Sedan,Diesel,39000.0,108.6,First Owner,7.45
2019 Mahindra XUV300 W8 Option Diesel BSIV,Hyderabad,1497.0,Third Party,Manual,baixa,70000.0,2019.0,Mahindra,XUV300 W8 Option Diesel BSIV,17.92,5.0,1497.0,SUV,Diesel,70000.0,115.0,Second Owner,10.0
2020 Ford Freestyle Flair Edition,Delhi,1194.0,Third Party,Manual,baixa,20000.0,2020.0,Ford,Freestyle Flair Edition,18.51,5.0,1194.0,Hatchback,Petrol,20000.0,94.9,First Owner,7.0
2018 Hyundai Creta 1.4 E Plus CRDi,Hyderabad,1396.0,Comprehensive,Manual,baixa,70426.0,2018.0,Hyundai,Creta 1.4 E Plus CRDi,22.7,5.0,1396.0,SUV,Diesel,70426.0,88.7,First Owner,9.5
2013 Ford Figo Petrol ZXI,Lucknow,1196.0,Third Party,Manual,baixa,60000.0,2013.0,Ford,Figo Petrol ZXI,18.24,5.0,1196.0,Hatchback,Petrol,60000.0,70.0,First Owner,2.1
2017 Maruti Baleno 1.2 Alpha,Kolkata,1197.0,Third Party,Manual,baixa,60000.0,2017.0,Maruti,Baleno 1.2 Alpha,15.1,5.0,1197.0,Hatchback,Petrol,60000.0,83.1,First Owner,5.1
2019 Maruti Baleno 1.2 Zeta,Bangalore,1197.0,Third Party,Manual,baixa,10000.0,2019.0,Maruti,Baleno 1.2 Zeta,18.6,5.0,1197.0,Hatchback,Petrol,10000.0,83.1,First Owner,7.8
2015 Maruti Baleno 1.3 Delta,Chandigarh,1248.0,Comprehensive,Manual,baixa,51628.0,2015.0,Maruti,Baleno 1.3 Delta,17.4,5.0,1248.0,Hatchback,Diesel,51628.0,74.0,First Owner,3.8
2016 Honda Jazz 1.2 VX i VTEC,Chennai,1199.0,Comprehensive,Manual,baixa,61000.0,2016.0,Honda,Jazz 1.2 VX i VTEC,26.59,5.0,1199.0,Hatchback,Petrol,61000.0,88.7,Second Owner,5.3
2021 Toyota Innova Crysta 2.7 ZX 7 STR AT,Bangalore,2694.0,Third Party,Automatic,baixa,10000.0,2021.0,Toyota,Innova Crysta 2.7 ZX 7 STR AT,18.27,7.0,2694.0,MUV,Petrol,10000.0,163.6,First Owner,26.0
2018 Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,Jaipur,1197.0,Comprehensive,Manual,baixa,58374.0,2018.0,Hyundai,Grand i10 1.2 Kappa Sportz Dual Tone,22.41,5.0,1197.0,Hatchback,Petrol,58374.0,81.8,First Owner,5.25
2019 Renault Triber RXT,Ahmedabad,999.0,Zero Dep,Manual,baixa,33367.0,2019.0,Renault,Triber RXT,20.37,7.0,999.0,MUV,Petrol,33367.0,71.0,Second Owner,5.29
2012 Maruti Swift VDI,Agra,1248.0,Third Party,Manual,baixa,120000.0,2012.0,Maruti,Swift VDI,8.8,5.0,1248.0,Hatchback,Diesel,120000.0,74.0,Third Owner,2.4
2013 Hyundai EON Era,Gurgaon,814.0,Comprehensive,Manual,baixa,39492.0,2013.0,Hyundai,EON Era,21.4,5.0,814.0,Hatchback,Petrol,39492.0,55.2,First Owner,1.7
2018 Hyundai Grand i10 1.2 Kappa Sportz Option,Gurgaon,1197.0,Third Party,Manual,baixa,50000.0,2018.0,Hyundai,Grand i10 1.2 Kappa Sportz Option,23.1,5.0,1197.0,Hatchback,Petrol,50000.0,81.8,First Owner,4.75
2017 Hyundai Creta 1.6 E Plus,Jaipur,1591.0,Comprehensive,Manual,baixa,48000.0,2017.0,Hyundai,Creta 1.6 E Plus,13.5,5.0,1591.0,SUV,Petrol,48000.0,121.3,First Owner,8.25
2018 Honda Jazz 1.2 SV i VTEC,Mumbai,1199.0,Third Party,Manual,baixa,24449.0,2018.0,Honda,Jazz 1.2 SV i VTEC,17.0,5.0,1199.0,Hatchback,Petrol,24449.0,88.7,First Owner,5.47
2011 Chevrolet Cruze LTZ,Jaipur,1991.0,Third Party,Manual,baixa,120000.0,2011.0,Chevrolet,Cruze LTZ,17.92,5.0,1991.0,Sedan,Diesel,120000.0,147.9,Second Owner,3.39
2015 Volkswagen Jetta 2.0L TDI Highline AT,Chennai,1968.0,Comprehensive,Automatic,baixa,70000.0,2015.0,Volkswagen,Jetta 2.0L TDI Highline AT,8.9,5.0,1968.0,Sedan,Diesel,70000.0,138.0,First Owner,11.75
2019 Honda Jazz VX CVT,Bangalore,1199.0,Third Party,Automatic,baixa,35000.0,2019.0,Honda,Jazz VX CVT,20.51,5.0,1199.0,Hatchback,Petrol,35000.0,88.7,First Owner,8.25
2018 Lexus ES 300h,Chennai,2487.0,Comprehensive,Automatic,alta,37000.0,2018.0,Lexus,ES 300h,20.73,5.0,2487.0,Sedan,Petrol,37000.0,214.5,First Owner,50.0
2015 Maruti Wagon R VXI BS IV,Delhi,998.0,Comprehensive,Manual,baixa,63442.0,2015.0,Maruti,Wagon R VXI BS IV,20.3,5.0,998.0,Hatchback,Petrol,63442.0,67.0,First Owner,3.14
2021 Kia Seltos HTK Plus iMT,Mumbai,1497.0,Comprehensive,Manual,baixa,25000.0,2021.0,Kia,Seltos HTK Plus iMT,20.36,5.0,1497.0,SUV,Petrol,25000.0,113.4,First Owner,12.9
2019 Hyundai Verna VTVT 1.4 EX,Pune,1368.0,Third Party,Manual,baixa,33547.0,2019.0,Hyundai,Verna VTVT 1.4 EX,23.3,5.0,1368.0,Sedan,Petrol,33547.0,98.6,First Owner,8.27
2010 Maruti Swift Vdi BSIII,Jaipur,1248.0,Comprehensive,Manual,baixa,104842.0,2010.0,Maruti,Swift Vdi BSIII,22.7,5.0,1248.0,Hatchback,Diesel,104842.0,73.97,Second Owner,2.59
2016 Maruti SX4 S Cross DDiS 200 Zeta,Bangalore,1248.0,Comprehensive,Manual,baixa,58946.0,2016.0,Maruti,SX4 S Cross DDiS 200 Zeta,14.62,5.0,1248.0,SUV,Diesel,58946.0,88.5,First Owner,7.95
2013 Honda CR-V 2.4 AT,Mumbai,2354.0,Third Party,Automatic,baixa,73607.0,2013.0,Honda,CR-V 2.4 AT,18.0,5.0,2354.0,SUV,Petrol,73607.0,149.92,Second Owner,7.35
2020 Toyota Innova Crysta 2.4 ZX 7 STR AT,Bangalore,2393.0,Comprehensive,Automatic,baixa,40251.0,2020.0,Toyota,Innova Crysta 2.4 ZX 7 STR AT,21.7,7.0,2393.0,MUV,Diesel,40251.0,148.0,First Owner,27.99
2023 Hyundai Venue SX,Delhi,1197.0,Comprehensive,Manual,baixa,3000.0,2023.0,Hyundai,Venue SX,12.55,5.0,1197.0,SUV,Petrol,3000.0,81.8,First Owner,11.75
2015 Volkswagen Polo GT TSI,Mumbai,1197.0,Zero Dep,Automatic,baixa,97181.0,2015.0,Volkswagen,Polo GT TSI,12.99,5.0,1197.0,Hatchback,Petrol,97181.0,103.6,Second Owner,5.48
2019 Kia Seltos HTK Plus AT D,Ahmedabad,1493.0,Comprehensive,Automatic,baixa,87000.0,2019.0,Kia,Seltos HTK Plus AT D,18.3,5.0,1493.0,SUV,Diesel,87000.0,113.4,First Owner,15.0
2019 Honda CR-V 2.0 CVT,Chennai,1997.0,Comprehensive,Automatic,baixa,67000.0,2019.0,Honda,CR-V 2.0 CVT,24.4,5.0,1997.0,SUV,Petrol,67000.0,151.8,First Owner,23.0
2022 Renault Triber RXL BSVI,Hyderabad,999.0,Third Party,Manual,baixa,8368.0,2022.0,Renault,Triber RXL BSVI,25.1,7.0,999.0,MUV,Petrol,8368.0,71.0,First Owner,8.0
2016 Hyundai Grand i10 Magna AT,Hyderabad,1197.0,Third Party,Automatic,baixa,16000.0,2016.0,Hyundai,Grand i10 Magna AT,21.13,5.0,1197.0,Hatchback,Petrol,16000.0,82.0,First Owner,6.25
2015 Honda Brio S MT,Delhi,1198.0,Third Party,Manual,baixa,50489.0,2015.0,Honda,Brio S MT,20.3,5.0,1198.0,Hatchback,Petrol,50489.0,86.8,First Owner,3.24
2021 Hyundai Aura S CNG,Mumbai,1197.0,Comprehensive,Manual,baixa,66280.0,2021.0,Hyundai,Aura S CNG,17.0,5.0,1197.0,Sedan,CNG,66280.0,68.0,First Owner,8.04
2019 Maruti Swift AMT VXI,Bangalore,1197.0,Third Party,Automatic,baixa,18000.0,2019.0,Maruti,Swift AMT VXI,17.5,5.0,1197.0,Hatchback,Petrol,18000.0,81.8,Second Owner,7.35
2011 Volkswagen Polo Diesel Highline 1.2L,Lucknow,1199.0,Third Party,Manual,baixa,80000.0,2011.0,Volkswagen,Polo Diesel Highline 1.2L,20.92,5.0,1199.0,Hatchback,Diesel,80000.0,73.9,Fifth Owner,1.8
2012 Maruti Swift Dzire VXI,Delhi,1197.0,Comprehensive,Manual,baixa,65611.0,2012.0,Maruti,Swift Dzire VXI,18.6,5.0,1197.0,Sedan,Petrol,65611.0,88.5,First Owner,2.92
2016 Land Rover Discovery Sport SD4 HSE Luxury 7S,Hyderabad,2179.0,Comprehensive,Automatic,alta,78000.0,2016.0,Land,Rover Discovery Sport SD4 HSE Luxury 7S,11.7,7.0,2179.0,SUV,Diesel,78000.0,187.7,First Owner,30.95
2021 Maruti Swift VXI,Ahmedabad,1197.0,Comprehensive,Manual,baixa,15800.0,2021.0,Maruti,Swift VXI,22.0,5.0,1197.0,Hatchback,Petrol,15800.0,88.5,First Owner,6.91
2010 Maruti Wagon R CNG LXI BSIV,Delhi,998.0,Comprehensive,Manual,baixa,83000.0,2010.0,Maruti,Wagon R CNG LXI BSIV,23.84,5.0,998.0,Hatchback,CNG,83000.0,67.0,Second Owner,1.56
2012 Maruti Alto K10 LXI,Delhi,998.0,Third Party,Manual,baixa,44297.0,2012.0,Maruti,Alto K10 LXI,18.2,5.0,998.0,Hatchback,Petrol,44297.0,67.1,Second Owner,1.61
2021 Tata Nexon XZA Plus (O) AMT,Delhi,1199.0,Zero Dep,Automatic,baixa,18515.0,2021.0,Tata,Nexon XZA Plus (O) AMT,16.9,5.0,1199.0,SUV,Petrol,18515.0,118.3,First Owner,11.47
2015 Honda Brio 1.2 VX MT,Chennai,1198.0,Third Party,Manual,baixa,63309.0,2015.0,Honda,Brio 1.2 VX MT,17.6,5.0,1198.0,Hatchback,Petrol,63309.0,86.8,First Owner,4.3
2018 Maruti Ciaz Alpha Automatic BSIV,Chennai,1462.0,Comprehensive,Automatic,baixa,77204.0,2018.0,Maruti,Ciaz Alpha Automatic BSIV,20.04,5.0,1462.0,Sedan,Petrol,77204.0,103.2,First Owner,7.3
2017 Honda City i-VTEC VX,Pune,1497.0,Third Party,Manual,baixa,47000.0,2017.0,Honda,City i-VTEC VX,28.4,5.0,1497.0,Sedan,Petrol,47000.0,117.6,First Owner,7.95
2014 Ford Ecosport 1.5 Ti VCT MT Trend,Pune,1499.0,Comprehensive,Manual,baixa,58000.0,2014.0,Ford,Ecosport 1.5 Ti VCT MT Trend,22.38,5.0,1499.0,SUV,Petrol,58000.0,110.0,First Owner,4.4
2015 Volkswagen Polo 1.5 TDI Highline Plus,Jaipur,1498.0,Comprehensive,Manual,baixa,78000.0,2015.0,Volkswagen,Polo 1.5 TDI Highline Plus,22.0,5.0,1498.0,Hatchback,Diesel,78000.0,88.0,First Owner,4.85
2010 Hyundai i10 Era 1.1,Jaipur,1086.0,Third Party,Manual,baixa,100000.0,2010.0,Hyundai,i10 Era 1.1,20.85,5.0,1086.0,Hatchback,Petrol,100000.0,68.0,Fourth Owner,1.8
2021 Hyundai Venue SX Opt iMT,Pune,998.0,Zero Dep,Manual,baixa,28007.0,2021.0,Hyundai,Venue SX Opt iMT,21.4,5.0,998.0,SUV,Petrol,28007.0,118.3,First Owner,10.63
2020 Kia Seltos GTX Plus Diesel AT,Mumbai,1493.0,Comprehensive,Automatic,baixa,26471.0,2020.0,Kia,Seltos GTX Plus Diesel AT,17.4,5.0,1493.0,SUV,Diesel,26471.0,113.4,First Owner,17.45
2009 Maruti Ritz VDi,Hyderabad,1248.0,Third Party,Manual,baixa,100000.0,2009.0,Maruti,Ritz VDi,10.8,5.0,1248.0,Hatchback,Diesel,100000.0,73.9,First Owner,2.6
2013 Mercedes-Benz C-Class C 220 CDI Avantgarde,Pune,2143.0,Third Party,Automatic,alta,60000.0,2013.0,Mercedes-Benz,2013  C-Class C 220 CDI Avantgarde,21.9,5.0,2143.0,Sedan,Diesel,60000.0,170.0,Second Owner,12.5
2014 Maruti Wagon R LXI BS IV,Delhi,998.0,Comprehensive,Manual,baixa,41913.0,2014.0,Maruti,Wagon R LXI BS IV,17.4,5.0,998.0,Hatchback,Petrol,41913.0,67.0,First Owner,3.1
2021 Tata Tiago XZA Plus AMT BSVI,Hyderabad,1199.0,Third Party,Automatic,baixa,15518.0,2021.0,Tata,Tiago XZA Plus AMT BSVI,22.74,5.0,1199.0,Hatchback,Petrol,15518.0,84.8,Second Owner,7.82
2011 Volkswagen Vento Petrol Highline,Pune,1598.0,Comprehensive,Manual,baixa,58000.0,2011.0,Volkswagen,Vento Petrol Highline,18.9,5.0,1598.0,Sedan,Petrol,58000.0,103.6,First Owner,2.99
2019 Maruti Baleno Zeta,Chennai,1197.0,Comprehensive,Manual,baixa,16000.0,2019.0,Maruti,Baleno Zeta,21.21,5.0,1197.0,Hatchback,Petrol,16000.0,81.8,First Owner,7.45
2020 Mahindra XUV500 W7,Pune,2179.0,Third Party,Manual,baixa,31064.0,2020.0,Mahindra,XUV500 W7,18.9,7.0,2179.0,SUV,Diesel,31064.0,152.8,Second Owner,12.73
2021 Tata Altroz XT BSVI,Hyderabad,1199.0,Third Party,Manual,baixa,14495.0,2021.0,Tata,Altroz XT BSVI,22.5,5.0,1199.0,Hatchback,Petrol,14495.0,86.8,First Owner,7.42
2015 Maruti Swift VXI,Bangalore,1197.0,Comprehensive,Manual,baixa,35250.0,2015.0,Maruti,Swift VXI,18.9,5.0,1197.0,Hatchback,Petrol,35250.0,88.5,First Owner,5.59
2018 Hyundai Grand i10 1.2 Kappa Magna BSIV,Delhi,1197.0,Comprehensive,Manual,baixa,11097.0,2018.0,Hyundai,Grand i10 1.2 Kappa Magna BSIV,17.0,5.0,1197.0,Hatchback,Petrol,11097.0,81.8,First Owner,4.79
2015 Hyundai i10 Magna 1.1L,Ahmedabad,1086.0,Third Party,Manual,baixa,31170.0,2015.0,Hyundai,i10 Magna 1.1L,15.81,5.0,1086.0,Hatchback,Petrol,31170.0,68.0,First Owner,3.51
2020 MG Hector Hybrid Sharp MT,Gurgaon,1451.0,Third Party,Manual,baixa,22231.0,2020.0,MG,Hector Hybrid Sharp MT,18.6,5.0,1451.0,SUV,Petrol,22231.0,141.0,First Owner,14.9
2021 Renault KWID 1.0 RXL BSVI,Bangalore,999.0,Third Party,Manual,baixa,15512.0,2021.0,Renault,KWID 1.0 RXL BSVI,23.4,5.0,999.0,Hatchback,Petrol,15512.0,67.0,Second Owner,4.54
2019 Hyundai Creta 1.6 VTVT AT SX Plus,Delhi,1591.0,Third Party,Automatic,baixa,51200.0,2019.0,Hyundai,Creta 1.6 VTVT AT SX Plus,20.0,5.0,1591.0,SUV,Petrol,51200.0,121.3,First Owner,12.89
2016 Mahindra KUV 100 mFALCON D75 K4,Jaipur,1198.0,Comprehensive,Manual,baixa,74128.0,2016.0,Mahindra,KUV 100 mFALCON D75 K4,17.0,6.0,1198.0,SUV,Diesel,74128.0,77.0,First Owner,2.77
2018 Renault KWID 1.0 AMT RXT,Gurgaon,999.0,Comprehensive,Automatic,baixa,41250.0,2018.0,Renault,KWID 1.0 AMT RXT,21.1,5.0,999.0,Hatchback,Petrol,41250.0,67.0,First Owner,4.45
2021 Toyota Innova Crysta 2.7 GX 7 STR AT,Delhi,2694.0,Comprehensive,Automatic,baixa,15000.0,2021.0,Toyota,Innova Crysta 2.7 GX 7 STR AT,17.1,7.0,2694.0,MUV,Petrol,15000.0,163.6,First Owner,20.75
2015 Hyundai Grand i10 Magna,Mumbai,1197.0,Comprehensive,Manual,baixa,33716.0,2015.0,Hyundai,Grand i10 Magna,17.05,5.0,1197.0,Hatchback,Petrol,33716.0,82.0,First Owner,4.06
2010 Tata Indigo TDI,Lucknow,1405.0,Third Party,Manual,baixa,90000.0,2010.0,Tata,Indigo TDI,20.14,5.0,1405.0,Sedan,Diesel,90000.0,70.0,First Owner,1.4
2014 Chevrolet Enjoy TCDi LTZ 7 Seater,Bangalore,1248.0,Third Party,Manual,baixa,90000.0,2014.0,Chevrolet,Enjoy TCDi LTZ 7 Seater,17.8,7.0,1248.0,MUV,Diesel,90000.0,73.8,First Owner,4.1
2015 Maruti Wagon R VXI BS IV,Gurgaon,998.0,Third Party,Manual,baixa,73363.0,2015.0,Maruti,Wagon R VXI BS IV,18.0,5.0,998.0,Hatchback,Petrol,73363.0,67.0,Second Owner,3.05
2013 Maruti Swift Dzire VXI,Hyderabad,1197.0,Comprehensive,Manual,baixa,121952.0,2013.0,Maruti,Swift Dzire VXI,18.6,5.0,1197.0,Sedan,Petrol,121952.0,88.5,Second Owner,4.29
2013 Maruti Swift VDI,Pune,1248.0,Third Party,Manual,baixa,70000.0,2013.0,Maruti,Swift VDI,16.93,5.0,1248.0,Hatchback,Diesel,70000.0,74.0,Second Owner,2.6
2008 Maruti Alto LXi,Hyderabad,796.0,Third Party,Manual,baixa,20000.0,2008.0,Maruti,Alto LXi,21.7,5.0,796.0,Hatchback,Petrol,20000.0,46.3,Second Owner,1.2
2010 Maruti Ritz LXi,Bangalore,1197.0,Comprehensive,Manual,baixa,81225.0,2010.0,Maruti,Ritz LXi,25.17,5.0,1197.0,Hatchback,Petrol,81225.0,85.8,Second Owner,2.86
2009 Maruti Zen Estilo 1.1 VXI BSIII,Hyderabad,1061.0,Third Party,Manual,baixa,40000.0,2009.0,Maruti,Zen Estilo 1.1 VXI BSIII,18.41,5.0,1061.0,Hatchback,Petrol,40000.0,64.0,Third Owner,1.5
2019 Hyundai Verna VTVT 1.6 SX Option,Kolkata,1591.0,Comprehensive,Manual,baixa,34000.0,2019.0,Hyundai,Verna VTVT 1.6 SX Option,15.4,5.0,1591.0,Sedan,Petrol,34000.0,121.3,First Owner,8.5
2021 Mahindra Thar LX 4-Str Convert Top Diesel AT BSVI,Hyderabad,2184.0,Comprehensive,Automatic,baixa,14000.0,2021.0,Mahindra,Thar LX 4-Str Convert Top Diesel AT BSVI,18.9,4.0,2184.0,SUV,Diesel,14000.0,130.0,First Owner,16.95
2018 Maruti Celerio X AMT ZXI BSIV,Delhi,998.0,Third Party,Automatic,baixa,110000.0,2018.0,Maruti,Celerio X AMT ZXI BSIV,21.9,5.0,998.0,Hatchback,Petrol,110000.0,67.0,First Owner,3.5
2018 Skoda Kodiaq 2.0 TDI Style,Mumbai,1968.0,Comprehensive,Automatic,baixa,39000.0,2018.0,Skoda,Kodiaq 2.0 TDI Style,14.28,7.0,1968.0,SUV,Diesel,39000.0,148.0,First Owner,27.5
2016 Hyundai Creta 1.4 CRDi Base,Lucknow,1396.0,Not Available,Manual,baixa,88031.0,2016.0,Hyundai,Creta 1.4 CRDi Base,24.04,5.0,1396.0,SUV,Diesel,88031.0,88.7,First Owner,6.5
2022 Renault Triber RXT,Delhi,999.0,Third Party,Manual,baixa,6563.0,2022.0,Renault,Triber RXT,26.21,7.0,999.0,MUV,Petrol,6563.0,71.0,First Owner,7.31
2011 Toyota Etios GD,Chandigarh,1364.0,Third Party,Manual,baixa,100000.0,2011.0,Toyota,Etios GD,17.4,5.0,1364.0,Sedan,Diesel,100000.0,103.88974615994809,First Owner,2.5
2013 Maruti Ertiga VDI,Hyderabad,1248.0,Third Party,Manual,baixa,70000.0,2013.0,Maruti,Ertiga VDI,20.5,7.0,1248.0,MUV,Diesel,70000.0,88.7,Second Owner,6.5
2012 Hyundai i10 Magna 1.2 iTech SE,Delhi,1197.0,Third Party,Manual,baixa,120000.0,2012.0,Hyundai,i10 Magna 1.2 iTech SE,14.0,5.0,1197.0,Hatchback,Petrol,120000.0,78.9,First Owner,2.5
2021 Skoda Rapid 1.0 TSI Ambition,Chennai,999.0,Third Party,Manual,baixa,13681.0,2021.0,Skoda,Rapid 1.0 TSI Ambition,18.49,5.0,999.0,Sedan,Petrol,13681.0,108.6,First Owner,9.21
