mileage,ano,seats,engine_capacity,kms_driven,max_power,ID
20.0,2017.0,5.0,1373.0,64341.0,91.1,1433
15.37,2016.0,5.0,1582.0,93714.0,126.2,1434
18.6,2016.0,5.0,998.0,32357.0,65.7,1435
28.09,2022.0,5.0,1197.0,10000.0,81.8,1436
16.5,2018.0,5.0,1498.0,112941.0,98.6,1437
20.8,2013.0,5.0,1248.0,93118.0,74.0,1438
21.4,2014.0,5.0,1120.0,80000.0,70.0,1439
22.05,2017.0,5.0,1591.0,37140.0,121.3,1440
18.9,2013.0,7.0,2967.0,135000.0,241.4,1441
17.03,2014.0,8.0,2179.0,120000.0,120.0,1442
21.66,2017.0,5.0,1198.0,70000.0,73.7,1443
33.54,2006.0,8.0,2499.0,120000.0,80.0,1444
21.21,2015.0,5.0,2987.0,110000.0,254.7,1445
14.69,2005.0,5.0,1493.0,150000.0,100.0,1446
20.27,2007.0,5.0,2997.0,60000.0,231.1,1447
18.9,2016.0,5.0,1197.0,46023.0,82.0,1448
17.4,2021.0,5.0,999.0,20000.0,98.6,1449
14.6,2020.0,5.0,1197.0,30692.0,85.8,1450
28.4,2011.0,5.0,1497.0,72474.0,116.39,1451
20.27,2016.0,5.0,1373.0,52231.0,91.1,1452
22.41,2018.0,5.0,1497.0,60000.0,117.6,1453
12.9,2013.0,7.0,1462.0,112343.0,101.6,1454
17.0,2017.0,5.0,1968.0,40000.0,174.3,1455
17.0,2013.0,5.0,1968.0,54000.0,147.5,1456
20.52,2022.0,5.0,1497.0,19508.0,78.0,1457
12.0,2019.0,5.0,1798.0,28000.0,178.0,1458
11.8,2016.0,7.0,1493.0,100000.0,100.0,1459
21.9,2012.0,5.0,936.0,70000.0,57.6,1460
11.36,2019.0,7.0,2179.0,44000.0,152.8,1461
21.64,2017.0,5.0,2993.0,74300.0,258.0,1462
22.95,2010.0,5.0,1497.0,95080.0,116.3,1463
16.0,2012.0,8.0,2494.0,154213.0,100.0,1464
17.6,2017.0,7.0,2755.0,143000.0,174.5,1465
25.32,2016.0,7.0,1196.0,20000.0,73.0,1466
22.05,2018.0,5.0,1498.0,120000.0,98.6,1467
20.51,2019.0,5.0,1248.0,49616.0,74.0,1468
19.81,2018.0,5.0,799.0,38000.0,53.6,1469
18.9,2012.0,5.0,1197.0,80000.0,78.9,1470
13.0,2018.0,5.0,1498.0,113190.0,88.0,1471
14.8,2009.0,5.0,1497.0,120000.0,116.3,1472
37.086,2013.0,5.0,998.0,58323.0,67.1,1473
18.24,2010.0,5.0,796.0,23070.0,46.3,1474
17.01,2004.0,5.0,993.0,100000.0,59.18,1475
19.02,2014.0,5.0,1197.0,45550.0,85.8,1476
17.4,2010.0,5.0,1586.0,90000.0,104.68,1477
22.32,2014.0,5.0,1197.0,44294.0,81.8,1478
22.41,2020.0,5.0,1197.0,9724.0,83.1,1479
15.1,2014.0,5.0,2925.0,65000.0,281.6,1480
13.7,2009.0,5.0,1495.0,60000.0,94.0,1481
18.9,2022.0,5.0,1199.0,10000.0,86.6,1482
13.0,2021.0,5.0,1497.0,36024.0,115.0,1483
18.9,2015.0,7.0,1196.0,20687.0,73.0,1484
22.48,2017.0,5.0,1197.0,77593.0,81.8,1485
22.77,2016.0,5.0,1248.0,40000.0,88.5,1486
23.84,2020.0,5.0,1353.0,14000.0,138.0,1487
17.8,2022.0,5.0,1493.0,22000.0,113.4,1488
18.7,2018.0,5.0,1197.0,42368.0,83.1,1489
22.05,2020.0,5.0,796.0,10000.0,47.3,1490
20.36,2016.0,5.0,1197.0,55000.0,82.0,1491
12.0,2022.0,5.0,1462.0,20000.0,103.2,1492
21.46,2017.0,5.0,1498.0,79754.0,108.6,1493
20.0,2011.0,5.0,998.0,62000.0,67.0,1494
25.17,2017.0,5.0,1197.0,54855.0,81.8,1495
14.08,2016.0,5.0,1390.0,16726.0,120.3,1496
23.8,2022.0,6.0,1462.0,19512.0,101.6,1497
25.1,2016.0,5.0,1197.0,60000.0,82.0,1498
22.38,2018.0,5.0,1497.0,35200.0,117.6,1499
19.02,2021.0,5.0,1956.0,64784.0,167.6,1500
19.0,2013.0,5.0,1248.0,108652.0,74.0,1501
21.4,2019.0,6.0,1462.0,103396.0,101.6,1502
20.89,2012.0,5.0,1197.0,78000.0,88.5,1503
18.49,2019.0,7.0,2755.0,32000.0,174.5,1504
16.5,2019.0,5.0,1198.0,40000.0,108.5,1505
24.0,2012.0,5.0,1197.0,50000.0,78.91,1506
13.5,2021.0,5.0,1197.0,14009.0,81.8,1507
15.8,2015.0,5.0,2354.0,47000.0,187.4,1508
17.0,2011.0,5.0,1991.0,120000.0,150.0,1509
12.8,2013.0,5.0,1396.0,80759.0,88.7,1510
20.37,2019.0,7.0,2755.0,33051.0,171.5,1511
24.7,2013.0,5.0,1461.0,31000.0,84.8,1512
19.81,2017.0,5.0,1248.0,110000.0,74.0,1513
16.8,2016.0,7.0,2179.0,46000.0,140.0,1514
18.9,2017.0,7.0,2179.0,120000.0,153.8,1515
24.4,2016.0,6.0,1198.0,13397.0,77.0,1516
12.6,2021.0,5.0,796.0,29185.0,47.3,1517
17.03,2016.0,5.0,998.0,35671.0,67.0,1518
18.15,2016.0,5.0,1086.0,29960.0,68.0,1519
21.4,2017.0,5.0,1197.0,45000.0,82.0,1520
18.5,2019.0,5.0,1591.0,94200.0,121.3,1521
17.0,2019.0,5.0,1497.0,13204.0,121.3,1522
21.01,2022.0,5.0,1199.0,18551.0,72.0,1523
17.4,2020.0,5.0,999.0,35000.0,108.6,1524
17.5,2011.0,5.0,1591.0,87754.0,121.3,1525
19.33,2018.0,5.0,1198.0,21637.0,67.0,1526
20.5,2017.0,5.0,1497.0,70699.0,117.6,1527
18.6,2013.0,5.0,1582.0,100000.0,126.3,1528
20.28,2013.0,5.0,1197.0,55225.0,88.5,1529
23.59,2014.0,7.0,2179.0,133733.0,140.0,1530
20.09,2019.0,5.0,1991.0,40600.0,183.0,1531
19.6,2019.0,5.0,1197.0,18500.0,81.8,1532
19.01,2017.0,5.0,1591.0,36300.0,121.3,1533
18.6,2016.0,5.0,1197.0,28423.0,82.0,1534
20.65,2017.0,5.0,1995.0,38000.0,187.7,1535
20.85,2016.0,5.0,1498.0,89850.0,98.5,1536
15.0,2020.0,5.0,1199.0,28000.0,83.8,1537
19.2,2017.0,5.0,1198.0,90000.0,86.7,1538
23.84,2016.0,5.0,1199.0,87000.0,88.7,1539
17.01,2019.0,5.0,796.0,46120.0,47.3,1540
18.6,2011.0,5.0,1197.0,90000.0,78.9,1541
21.4,2021.0,7.0,2393.0,33000.0,148.0,1542
20.52,2019.0,5.0,999.0,9688.0,67.0,1543
27.39,2012.0,5.0,1399.0,110000.0,68.0,1544
15.43,2016.0,5.0,799.0,48113.0,53.3,1545
18.6,2021.0,7.0,1956.0,52000.0,167.6,1546
21.43,2018.0,5.0,1498.0,65675.0,78.9,1547
19.33,2020.0,5.0,1248.0,80000.0,88.5,1548
49.839999999999996,2013.0,5.0,1197.0,61102.0,88.5,1549
17.3,2014.0,5.0,1198.0,63607.0,67.0,1550
18.9,2017.0,5.0,1199.0,46263.0,88.7,1551
18.9,2012.0,5.0,1586.0,90000.0,103.3,1552
20.09,2020.0,5.0,1197.0,14197.0,81.8,1553
19.5,2015.0,7.0,1493.0,100000.0,100.0,1554
17.4,2015.0,5.0,1198.0,17646.0,86.8,1555
19.0,2016.0,5.0,1120.0,110000.0,70.0,1556
20.38,2002.0,5.0,1422.9962697274032,135000.0,103.66965775093472,1557
17.4,2015.0,5.0,2987.0,60000.0,254.7,1558
14.99,2015.0,5.0,1499.0,69679.0,110.0,1559
20.73,2017.0,5.0,1497.0,70000.0,121.3,1560
21.63,2006.0,7.0,2494.0,150000.0,102.0,1561
19.0,2021.0,5.0,1995.0,20000.0,187.7,1562
18.2,2019.0,5.0,796.0,70000.0,47.3,1563
23.59,2014.0,5.0,1086.0,36555.0,68.0,1564
17.4,2020.0,5.0,1497.0,75000.0,113.4,1565
17.5,2015.0,5.0,1197.0,90358.0,82.0,1566
17.03,2019.0,5.0,1498.0,66766.0,98.6,1567
16.0,2020.0,5.0,1950.0,15000.0,194.0,1568
17.01,2020.0,5.0,1462.0,60790.0,103.2,1569
18.6,2022.0,5.0,998.0,10000.0,118.3,1570
22.38,2017.0,5.0,1197.0,86028.0,83.1,1571
22.7,2018.0,5.0,1198.0,26633.0,86.8,1572
18.15,2017.0,5.0,1591.0,74003.0,121.3,1573
18.9,2021.0,5.0,1197.0,15842.0,81.8,1574
16.25,2015.0,5.0,1497.0,43510.0,117.3,1575
15.7,2009.0,5.0,1298.0,70000.0,85.8,1576
18.49,2022.0,5.0,1199.0,10000.0,86.8,1577
32.52,2020.0,5.0,1197.0,49931.0,81.8,1578
21.7,2017.0,5.0,1197.0,29498.0,81.8,1579
20.36,2022.0,5.0,998.0,9000.0,118.4,1580
17.33,2014.0,5.0,1364.0,80000.0,67.0,1581
19.81,2021.0,5.0,1199.0,13221.0,86.6,1582
18.5,2017.0,5.0,1461.0,75744.0,108.4,1583
19.08,2012.0,5.0,1461.0,95407.0,108.4,1584
16.96,2015.0,5.0,1197.0,98866.0,81.8,1585
13.0,2015.0,5.0,1462.0,51000.0,103.2,1586
18.9,2016.0,5.0,1197.0,80000.0,83.1,1587
17.92,2009.0,5.0,1396.0,80000.0,98.63,1588
16.5,2021.0,5.0,998.0,23000.0,118.4,1589
16.0,2016.0,5.0,1199.0,95698.0,84.0,1590
22.07,2015.0,5.0,1591.0,90000.0,121.3,1591
18.9,2016.0,5.0,1197.0,73329.0,81.8,1592
20.0,2019.0,5.0,1197.0,24000.0,83.1,1593
18.88,2022.0,5.0,1197.0,4777.0,81.8,1594
16.1,2018.0,5.0,1248.0,66388.0,74.0,1595
18.67,2021.0,5.0,1498.0,50000.0,108.4,1596
24.3,2018.0,5.0,1197.0,60000.0,81.8,1597
21.01,2011.0,5.0,1364.0,150000.0,87.2,1598
32.52,2021.0,5.0,1199.0,10000.0,86.8,1599
16.0,2018.0,5.0,998.0,55085.0,55.9,1600
16.8,2000.0,5.0,993.0,100000.0,59.18,1601
25.4,2015.0,5.0,1197.0,34021.0,82.0,1602
19.0,2016.0,5.0,998.0,34000.0,67.1,1603
25.17,2022.0,5.0,1199.0,17252.0,84.4,1604
18.9,2018.0,5.0,1199.0,91000.0,88.7,1605
17.4,2018.0,5.0,1497.0,51046.0,117.6,1606
21.4,2010.0,5.0,998.0,82224.0,67.1,1607
18.16,2019.0,5.0,1968.0,12000.0,143.0,1608
14.8,2022.0,7.0,1999.0,6000.0,197.1,1609
22.7,2017.0,5.0,1497.0,63318.0,117.6,1610
12.1,2019.0,5.0,1498.0,31000.0,104.5,1611
21.7,2016.0,5.0,1373.0,53050.0,91.1,1612
23.84,2020.0,5.0,998.0,36004.0,67.0,1613
17.03,2018.0,5.0,1199.0,24772.0,88.7,1614
15.9,2015.0,5.0,1199.0,75000.0,88.7,1615
24.3,2013.0,5.0,1364.0,150000.0,67.0,1616
21.4,2014.0,5.0,1497.0,60970.0,117.3,1617
18.3,2010.0,5.0,1298.0,115000.0,85.8,1618
18.6,2020.0,5.0,1462.0,62251.0,103.2,1619
16.35,2015.0,7.0,2179.0,76000.0,140.0,1620
19.6,2016.0,5.0,1582.0,62000.0,126.2,1621
17.03,2017.0,5.0,1197.0,93975.0,81.8,1622
14.6,2022.0,5.0,1197.0,7291.0,88.5,1623
20.4,2016.0,5.0,799.0,61126.0,53.6,1624
20.5,2019.0,5.0,998.0,39113.0,118.3,1625
18.9,2004.0,5.0,998.0,150000.0,67.1,1626
33.54,2019.0,7.0,1968.0,61300.0,148.0,1627
16.36,2009.0,5.0,1172.0,70000.0,67.0,1628
19.65,2015.0,7.0,1493.0,58416.0,100.0,1629
20.89,2021.0,5.0,998.0,88795.0,58.3,1630
12.99,2020.0,5.0,998.0,76980.0,65.7,1631
18.2,2013.0,5.0,1197.0,40000.0,78.9,1632
15.3,2020.0,5.0,1199.0,30000.0,118.3,1633
17.03,2011.0,5.0,1086.0,30000.0,68.0,1634
20.36,2014.0,5.0,1197.0,53700.0,82.8,1635
17.0,2015.0,5.0,1582.0,60000.0,126.3,1636
17.0,2012.0,5.0,1968.0,137897.0,138.1,1637
23.0,2023.0,4.0,1997.0,600.0,150.0,1638
14.4,2017.0,5.0,1591.0,63242.0,121.3,1639
25.8,2015.0,5.0,1197.0,10000.0,82.0,1640
23.1,2011.0,5.0,1086.0,33021.0,62.1,1641
21.5,2019.0,5.0,1353.0,49589.0,138.0,1642
16.38,2017.0,7.0,2179.0,115000.0,140.0,1643
16.1,2012.0,5.0,1199.0,54000.0,73.9,1644
24.3,2017.0,5.0,1197.0,107891.0,81.8,1645
18.53,2012.0,5.0,1968.0,110000.0,108.5,1646
23.84,2013.0,5.0,1995.0,90000.0,184.0,1647
22.7,2002.0,4.0,796.0,70000.0,37.0,1648
18.5,2022.0,5.0,1498.0,10922.0,147.5,1649
23.84,2018.0,5.0,1248.0,80993.0,88.5,1650
21.13,2020.0,5.0,1197.0,31000.0,81.8,1651
18.88,2015.0,5.0,998.0,65000.0,58.3,1652
21.0,2014.0,7.0,2179.0,85000.0,140.0,1653
18.56,2008.0,5.0,1493.0,75000.0,110.0,1654
18.9,2015.0,4.0,624.0,30000.0,37.4,1655
21.5,2018.0,5.0,1197.0,150000.0,85.8,1656
22.05,2017.0,5.0,799.0,10230.0,53.3,1657
26.6,2017.0,5.0,1197.0,99717.0,81.8,1658
14.3,2014.0,5.0,1497.0,64787.0,117.3,1659
15.96,2016.0,5.0,1197.0,78911.0,83.1,1660
20.8,2016.0,5.0,1196.0,110000.0,86.8,1661
21.01,2001.0,5.0,1998.0,90000.0,68.0,1662
20.85,2016.0,5.0,1598.0,76680.0,118.0,1663
15.34,2008.0,5.0,2362.0,60000.0,164.7,1664
23.1,2020.0,5.0,1498.0,23690.0,98.9,1665
16.11,2017.0,5.0,1199.0,61094.0,84.0,1666
17.68,2022.0,5.0,1462.0,20000.0,103.2,1667
13.96,2016.0,5.0,1496.0,37833.0,120.6,1668
22.1,2017.0,5.0,1248.0,64000.0,88.5,1669
20.37,2017.0,5.0,1197.0,40000.0,83.1,1670
18.6,2011.0,5.0,1991.0,34000.0,147.9,1671
17.8,2015.0,5.0,1197.0,30849.0,85.8,1672
23.84,2021.0,5.0,1956.0,20000.0,167.6,1673
17.1,2021.0,5.0,1199.0,31453.0,84.8,1674
12.81,2022.0,5.0,1462.0,12000.0,103.2,1675
27.39,2021.0,5.0,1956.0,21402.0,167.6,1676
14.28,2012.0,5.0,1461.0,110000.0,108.5,1677
16.0,2020.0,5.0,1197.0,40000.0,81.8,1678
17.3,2017.0,5.0,1197.0,47108.0,81.8,1679
15.4,2021.0,5.0,998.0,44000.0,67.0,1680
18.9,2013.0,5.0,2179.0,70000.0,187.7,1681
21.4,2022.0,5.0,1197.0,4635.0,86.8,1682
20.36,2017.0,5.0,1197.0,51497.0,81.8,1683
22.38,2014.0,8.0,2494.0,82235.0,100.6,1684
17.92,2013.0,7.0,1248.0,55000.0,73.8,1685
14.8,2010.0,5.0,1596.0,80000.0,101.0,1686
16.0,2018.0,7.0,1373.0,50000.0,91.1,1687
18.5,2013.0,5.0,1197.0,72473.0,78.9,1688
20.15,2018.0,5.0,1591.0,58619.0,121.3,1689
13.7,2017.0,5.0,1591.0,37210.0,121.3,1690
17.0,2020.0,5.0,1498.0,30000.0,98.9,1691
19.56,2011.0,5.0,1598.0,45234.0,103.6,1692
17.6,2018.0,5.0,1498.0,33100.0,98.6,1693
16.0,2016.0,5.0,998.0,63000.0,67.0,1694
21.4,2020.0,5.0,1497.0,40000.0,108.5,1695
18.0,2018.0,5.0,1995.0,92000.0,182.4,1696
25.83,2011.0,5.0,1197.0,111350.0,85.0,1697
20.36,2019.0,5.0,1248.0,70000.0,88.5,1698
23.7,2015.0,5.0,1968.0,62500.0,187.7,1699
16.2,2019.0,5.0,1199.0,40000.0,84.0,1700
17.7,2014.0,5.0,1498.0,100000.0,89.8,1701
17.6,2021.0,5.0,1194.0,20000.0,94.9,1702
22.61,2017.0,5.0,1199.0,66000.0,84.0,1703
17.29,2018.0,5.0,1498.0,67000.0,108.6,1704
16.8,2012.0,5.0,1995.0,120000.0,184.0,1705
19.8,2011.0,5.0,1461.0,110000.0,64.1,1706
20.89,2018.0,5.0,1995.0,27000.0,187.7,1707
28.09,2018.0,5.0,1197.0,26000.0,81.8,1708
18.6,2019.0,5.0,1497.0,78000.0,108.5,1709
23.9,2018.0,5.0,796.0,85648.0,47.3,1710
26.0,2014.0,5.0,998.0,85031.0,58.1,1711
15.04,2015.0,5.0,1598.0,47005.0,103.5,1712
16.09,2014.0,7.0,2523.0,120000.0,62.1,1713
20.89,2020.0,5.0,1493.0,70000.0,113.4,1714
24.39,2019.0,5.0,1197.0,20000.0,81.8,1715
18.9,2015.0,5.0,1197.0,43000.0,83.1,1716
23.1,2020.0,5.0,1998.0,38000.0,252.0,1717
12.4,2016.0,5.0,998.0,25000.0,67.0,1718
15.1,2022.0,5.0,1196.0,20000.0,72.4,1719
17.0,2015.0,5.0,1968.0,28000.0,174.3,1720
12.99,2019.0,5.0,1451.0,72000.0,141.0,1721
18.9,2018.0,5.0,1396.0,82000.0,88.7,1722
21.1,2021.0,5.0,1995.0,18000.0,187.7,1723
18.48,2019.0,5.0,1197.0,56274.0,81.8,1724
20.52,2022.0,5.0,1493.0,13000.0,113.4,1725
25.1,2020.0,5.0,1199.0,45364.0,83.8,1726
17.0,2019.0,5.0,1956.0,33137.0,170.6,1727
36.51199999999999,2017.0,7.0,1999.0,55000.0,148.3,1728
22.0,2018.0,5.0,1248.0,73000.0,74.0,1729
17.0,2014.0,5.0,1798.0,110000.0,138.0,1730
20.65,2008.0,5.0,1086.0,85000.0,66.7,1731
15.2,2018.0,8.0,1497.0,80000.0,121.0,1732
21.4,2017.0,9.0,1997.0,79955.0,120.0,1733
17.6,2018.0,5.0,1197.0,90000.0,81.8,1734
22.0,2016.0,5.0,1197.0,42780.0,83.1,1735
18.6,2011.0,5.0,1197.0,60000.0,78.9,1736
22.38,2021.0,5.0,1197.0,4869.0,88.5,1737
24.3,2011.0,5.0,1086.0,62000.0,62.1,1738
21.79,2012.0,7.0,2499.0,150000.0,80.0,1739
17.4,2015.0,7.0,2179.0,60000.0,140.0,1740
24.39,2010.0,5.0,1197.0,84901.0,82.8,1741
14.1,2022.0,5.0,1462.0,3798.0,101.6,1742
21.19,2015.0,5.0,1997.0,66000.0,153.8,1743
19.98,2016.0,5.0,1198.0,990.0,73.7,1744
16.7,2021.0,5.0,1197.0,9183.0,81.8,1745
17.21,2018.0,5.0,1582.0,81951.0,126.2,1746
42.672,2019.0,5.0,1368.0,27237.0,160.7,1747
13.68,2019.0,5.0,1197.0,102696.0,83.1,1748
23.84,2022.0,5.0,0.0,15600.0,127.0,1749
18.9,2015.0,5.0,2487.0,76000.0,175.6,1750
24.39,2015.0,5.0,1497.0,81459.0,117.3,1751
20.63,2016.0,5.0,1498.0,100000.0,99.0,1752
22.1,2009.0,5.0,1197.0,80000.0,78.9,1753
19.69,2021.0,5.0,1396.0,60000.0,89.0,1754
17.4,2017.0,5.0,1199.0,70000.0,74.0,1755
17.4,2007.0,5.0,1497.0,80000.0,78.0,1756
19.81,2017.0,7.0,2179.0,120000.0,153.8,1757
23.64,2020.0,5.0,1197.0,30000.0,88.5,1758
21.1,2022.0,7.0,1493.0,9000.0,98.5,1759
15.29,2013.0,5.0,1497.0,104570.0,116.3,1760
26.0,2018.0,5.0,1395.0,10000.0,150.0,1761
17.19,2017.0,5.0,1197.0,68128.0,81.8,1762
15.1,2017.0,5.0,1248.0,65000.0,88.5,1763
22.41,2014.0,5.0,1197.0,64000.0,81.8,1764
22.54,2017.0,5.0,1582.0,80405.0,126.2,1765
18.6,2015.0,5.0,1498.0,45000.0,98.6,1766
20.89,2014.0,5.0,1598.0,80000.0,103.2,1767
18.27,2017.0,5.0,1598.0,39000.0,103.5,1768
22.25,2018.0,5.0,1197.0,98235.0,81.8,1769
23.4,2016.0,5.0,998.0,116231.0,65.7,1770
18.78,2016.0,5.0,1197.0,20244.0,82.0,1771
18.6,2014.0,5.0,998.0,66256.0,67.0,1772
18.6,2021.0,7.0,1996.0,42500.0,167.6,1773
18.78,2013.0,7.0,2179.0,86000.0,140.0,1774
23.95,2018.0,5.0,1591.0,39968.0,121.3,1775
21.5,2010.0,8.0,2494.0,135000.0,100.6,1776
23.0,2019.0,5.0,1197.0,59689.0,81.8,1777
16.55,2016.0,5.0,814.0,58000.0,55.2,1778
20.89,2013.0,5.0,1995.0,90000.0,177.0,1779
15.4,2019.0,5.0,1197.0,33340.0,81.8,1780
24.3,2018.0,5.0,1248.0,90000.0,88.5,1781
21.4,2010.0,5.0,1197.0,60000.0,78.91,1782
13.9,2021.0,7.0,1462.0,16000.0,91.1,1783
20.36,2021.0,5.0,999.0,8755.0,67.0,1784
21.21,2018.0,5.0,1591.0,42878.0,121.3,1785
16.2,2022.0,5.0,1462.0,15774.0,103.2,1786
13.68,2021.0,4.0,2184.0,39000.0,130.0,1787
21.1,2018.0,5.0,1197.0,30428.0,83.1,1788
18.9,2011.0,5.0,1496.0,87000.0,88.7,1789
24.52,2012.0,5.0,814.0,59377.0,55.0,1790
21.43,2017.0,5.0,1197.0,55650.0,81.8,1791
13.93,2022.0,5.0,1197.0,20000.0,88.5,1792
18.27,2016.0,5.0,1248.0,80000.0,88.5,1793
20.3,2021.0,5.0,998.0,6090.0,67.0,1794
18.6,2019.0,5.0,1497.0,44199.0,117.6,1795
16.93,2011.0,5.0,998.0,42709.0,65.7,1796
17.0,2021.0,5.0,1368.0,16248.0,160.7,1797
18.75,2018.0,5.0,1396.0,7500.0,88.7,1798
22.0,2015.0,8.0,1461.0,60000.0,108.5,1799
25.8,2018.0,5.0,1395.0,65000.0,148.0,1800
18.49,2016.0,5.0,1197.0,68000.0,103.5,1801
17.42,2019.0,5.0,1086.0,57310.0,58.0,1802
16.8,2017.0,7.0,2393.0,65000.0,147.5,1803
22.54,2019.0,5.0,1199.0,29413.0,84.0,1804
21.4,2021.0,5.0,1197.0,40000.0,81.8,1805
18.5,2010.0,5.0,998.0,42373.0,65.7,1806
22.56,2018.0,5.0,1198.0,38901.0,67.0,1807
21.0,2014.0,5.0,1586.0,50000.0,85.7,1808
20.1,2015.0,5.0,1198.0,40000.0,67.0,1809
21.1,2014.0,5.0,1497.0,55000.0,117.3,1810
21.4,2016.0,5.0,1497.0,87055.0,117.6,1811
24.3,2014.0,5.0,1086.0,43003.0,68.0,1812
17.57,2020.0,5.0,1497.0,57955.0,88.7,1813
12.99,2012.0,5.0,814.0,110000.0,55.2,1814
18.49,2016.0,5.0,1591.0,71128.0,121.3,1815
22.41,2015.0,5.0,1498.0,50000.0,98.6,1816
17.68,2015.0,5.0,1197.0,70000.0,81.8,1817
25.32,2015.0,7.0,2179.0,122000.0,152.8,1818
19.09,2020.0,5.0,1197.0,40000.0,88.5,1819
16.8,2015.0,5.0,1396.0,70000.0,88.7,1820
23.0,2016.0,5.0,1197.0,27103.0,81.8,1821
25.24,2018.0,5.0,1197.0,55158.0,81.8,1822
18.0,2019.0,5.0,998.0,11000.0,118.3,1823
12.8,2019.0,5.0,799.0,37478.0,53.2,1824
17.41,2013.0,5.0,1248.0,32000.0,74.0,1825
22.38,2016.0,5.0,999.0,85400.0,75.0,1826
22.8,2018.0,5.0,1197.0,63754.0,81.8,1827
20.89,2015.0,5.0,1197.0,70000.0,81.8,1828
18.5,2015.0,5.0,999.0,76784.0,75.0,1829
21.21,2007.0,5.0,1086.0,56163.0,103.66965775093472,1830
25.24,2018.0,5.0,998.0,40402.0,67.1,1831
18.6,2018.0,5.0,1497.0,38841.0,108.5,1832
18.6,2017.0,5.0,1498.0,80000.0,98.9,1833
14.59,2019.0,6.0,2498.0,65000.0,105.0,1834
15.8,2018.0,5.0,1197.0,74410.0,81.8,1835
17.8,2020.0,7.0,2179.0,60000.0,136.7,1836
21.0,2017.0,5.0,1248.0,155000.0,88.5,1837
24.7,2022.0,4.0,1997.0,9000.0,150.0,1838
15.0,2018.0,5.0,1197.0,56384.0,83.1,1839
20.36,2009.0,5.0,1599.0,55000.0,103.2,1840
17.6,2010.0,5.0,1197.0,90000.0,78.9,1841
23.4,2019.0,5.0,1197.0,30000.0,81.8,1842
18.9,2016.0,5.0,1199.0,90305.0,74.0,1843
20.0,2018.0,7.0,2393.0,50000.0,147.8,1844
26.0,2022.0,4.0,1997.0,10000.0,150.0,1845
10.91,2016.0,5.0,814.0,32837.0,55.2,1846
17.57,2019.0,5.0,1197.0,97567.0,81.8,1847
25.4,2016.0,7.0,1248.0,67705.0,88.5,1848
25.6,2021.0,5.0,1197.0,77450.0,68.0,1849
15.1,2013.0,5.0,1364.0,62900.0,87.2,1850
19.1,2012.0,7.0,2179.0,90000.0,138.0,1851
21.66,2020.0,5.0,998.0,33764.0,118.3,1852
18.6,2018.0,5.0,1199.0,61592.0,84.0,1853
19.12,2016.0,5.0,1197.0,65707.0,81.8,1854
18.49,2014.0,5.0,1197.0,29000.0,103.2,1855
22.05,2018.0,5.0,1497.0,20858.0,121.3,1856
20.3,2022.0,5.0,999.0,20000.0,71.0,1857
21.1,2017.0,5.0,1498.0,117881.0,108.4,1858
16.46,2013.0,5.0,1498.0,120000.0,98.6,1859
18.6,2016.0,7.0,1493.0,70000.0,100.0,1860
34.05,2018.0,5.0,2993.0,48000.0,261.4,1861
20.7,2023.0,5.0,1497.0,500.0,113.4,1862
17.21,2017.0,5.0,1396.0,68000.0,88.7,1863
21.4,2016.0,5.0,1197.0,54091.0,83.1,1864
23.03,2010.0,5.0,1197.0,50000.0,85.8,1865
18.49,2022.0,5.0,1197.0,940.0,88.5,1866
19.0,2021.0,5.0,1197.0,13314.0,81.8,1867
18.9,2020.0,5.0,1197.0,23583.0,81.8,1868
21.4,2014.0,5.0,814.0,52381.0,55.2,1869
18.6,2018.0,5.0,1197.0,57129.0,83.1,1870
14.02,2016.0,5.0,1248.0,155411.0,88.5,1871
18.0,2022.0,5.0,1199.0,20000.0,118.3,1872
25.0,2012.0,7.0,2494.0,68000.0,100.6,1873
19.81,2016.0,7.0,1493.0,96000.0,100.0,1874
25.32,2015.0,5.0,1197.0,32152.0,88.5,1875
22.41,2012.0,5.0,1968.0,83000.0,174.3,1876
18.9,2016.0,6.0,1198.0,110000.0,77.0,1877
23.1,2009.0,5.0,1396.0,70000.0,69.0,1878
26.59,2012.0,5.0,1497.0,100000.0,116.4,1879
14.2,2018.0,5.0,999.0,59750.0,67.0,1880
15.1,2022.0,5.0,998.0,16754.0,65.7,1881
17.4,2017.0,5.0,1497.0,62176.0,117.3,1882
21.1,2009.0,8.0,2494.0,150000.0,102.0,1883
21.01,2020.0,5.0,1956.0,60000.0,167.6,1884
14.74,2018.0,5.0,1197.0,41391.0,88.5,1885
25.17,2014.0,7.0,1373.0,90000.0,80.9,1886
20.73,2018.0,5.0,1197.0,26000.0,81.8,1887
20.36,2022.0,5.0,1199.0,5022.0,86.8,1888
19.5,2015.0,5.0,1498.0,85200.0,103.2,1889
17.01,2016.0,5.0,998.0,76510.0,65.7,1890
12.05,2019.0,5.0,1197.0,28709.0,81.8,1891
18.5,2015.0,5.0,1197.0,100011.0,81.8,1892
16.8,2018.0,5.0,1999.0,50742.0,149.9,1893
14.1,2019.0,5.0,1591.0,23467.0,121.3,1894
25.24,2016.0,5.0,1497.0,43000.0,117.3,1895
19.47,2012.0,5.0,1197.0,57000.0,81.8,1896
21.1,2015.0,5.0,1498.0,91773.0,98.6,1897
18.55,2013.0,5.0,1598.0,91618.0,105.0,1898
17.0,2008.0,5.0,1197.0,81774.0,78.9,1899
