full_name,city,engine_capacity,insurance,transmission_type,categoria_marca,kms_driven,ano,marca,modelo,mileage,seats,engine_capacity.1,body_type,fuel_type,kms_driven.1,max_power,owner_type,resale_price_Lakh,prediction,precisaoNew,prejuizoNew,variacaoPrecisao,precisaoOld,prejuizoOld,satisfacaoOld,satisfacaoNew
2014 Honda City i VTEC CVT SV,Hyderabad,1497.0,Third Party,Automatic,baixa,120000.0,2014.0,Honda,City i VTEC CVT SV,22.54,5.0,1497.0,Sedan,Petrol,120000.0,117.3,First Owner,5.45,5.302799999999999,0,0,2.700917431192689,0,0.0,70.8615710818496,70.8615710818496
2017 Maruti Swift Dzire AMT VXI,Delhi,1197.0,Third Party,Automatic,baixa,43457.0,2017.0,Maruti,Swift Dzire AMT VXI,25.2,5.0,1197.0,Sedan,Petrol,43457.0,81.8,Second Owner,5.62,5.787200000000004,0,0,2.9750889679715975,0,0.0,71.86262430448413,71.86262430448413
2020 Maruti Vitara Brezza VXI,Delhi,1462.0,Zero Dep,Manual,baixa,35982.0,2020.0,Maruti,Vitara Brezza VXI,14.21,5.0,1462.0,SUV,Petrol,35982.0,103.2,First Owner,8.03,8.885499999999993,0,0,10.653798256537907,1,0.9037195430757983,50.0,100.0
2019 Renault Duster Petrol RXS CVT,Gurgaon,1498.0,Comprehensive,Automatic,baixa,16000.0,2019.0,Renault,Duster Petrol RXS CVT,26.2,5.0,1498.0,SUV,Petrol,16000.0,104.5,First Owner,8.2,8.599700000000011,0,0,4.874390243902582,0,0.0,78.79734001335002,78.79734001335002
2018 Tata Nexon 1.5 Revotorq XZA Plus,Gurgaon,1497.0,Third Party,Automatic,baixa,112209.0,2018.0,Tata,Nexon 1.5 Revotorq XZA Plus,22.9,5.0,1497.0,SUV,Diesel,112209.0,108.5,First Owner,6.46,8.112999999999992,0,0,25.588235294117528,1,0.7962529274004692,50.0,100.0
2008 Honda CR-V 2.0L 2WD MT,Pune,1997.0,Comprehensive,Manual,baixa,119000.0,2008.0,Honda,CR-V 2.0L 2WD MT,23.08,5.0,1997.0,SUV,Petrol,119000.0,141.1,Second Owner,3.0,3.035200000000003,0,0,1.1733333333334262,0,0.0,65.28406656780362,65.28406656780362
2012 Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,1197.0,Third Party,Manual,baixa,50000.0,2012.0,Maruti,Swift Dzire 1.2 Vxi BSIV,19.81,5.0,1197.0,Sedan,Petrol,50000.0,85.8,Second Owner,3.0,2.9899,0,0,0.33666666666666656,0,0.0,62.22923500951151,62.22923500951151
2021 Hyundai Grand i10 Nios Turbo Sportz,Mumbai,998.0,Third Party,Manual,baixa,29000.0,2021.0,Hyundai,Grand i10 Nios Turbo Sportz,15.1,5.0,998.0,Hatchback,Petrol,29000.0,98.6,First Owner,6.49,6.827800000000003,0,0,5.204930662557831,0,0.0,80.00420690840862,80.00420690840862
2017 Hyundai i20 1.4 Magna Executive,Gurgaon,1396.0,Third Party,Manual,baixa,103610.0,2017.0,Hyundai,i20 1.4 Magna Executive,22.7,5.0,1396.0,Hatchback,Diesel,103610.0,88.7,First Owner,4.3,4.927900000000005,0,0,14.602325581395462,1,0.8725826416932153,50.0,100.0
2020 Hyundai Creta SX Opt Diesel BSVI,Ahmedabad,1493.0,Comprehensive,Manual,baixa,60000.0,2020.0,Hyundai,Creta SX Opt Diesel BSVI,17.5,5.0,1493.0,SUV,Diesel,60000.0,113.4,First Owner,16.9,13.576299999999996,0,0,19.66686390532546,1,1.2448163343473555,50.0,100.0
2022 Nissan Magnite Turbo CVT XV BSVI,Chennai,999.0,Third Party,Automatic,baixa,10000.0,2022.0,Nissan,Magnite Turbo CVT XV BSVI,14.74,5.0,999.0,SUV,Petrol,10000.0,98.6,First Owner,9.5,9.659700000000004,0,0,1.6810526315789935,0,0.0,67.13784776505578,67.13784776505578
2017 Maruti Baleno 1.2 Alpha,Mumbai,1197.0,Comprehensive,Manual,baixa,39175.0,2017.0,Maruti,Baleno 1.2 Alpha,20.89,5.0,1197.0,Hatchback,Petrol,39175.0,83.1,First Owner,5.9,5.861899999999992,0,0,0.6457627118645426,0,0.0,63.35780435622105,63.35780435622105
2017 Hyundai i20 1.4 Sportz,Agra,1396.0,Third Party,Manual,baixa,100000.0,2017.0,Hyundai,i20 1.4 Sportz,12.55,5.0,1396.0,Hatchback,Diesel,100000.0,88.7,First Owner,5.5,5.512,0,0,0.2181818181818103,0,0.0,61.79662394855818,61.79662394855818
2017 Honda City i VTEC SV,Mumbai,1497.0,Zero Dep,Manual,baixa,36486.0,2017.0,Honda,City i VTEC SV,14.28,5.0,1497.0,Sedan,Petrol,36486.0,117.3,Second Owner,6.49,7.043900000000005,0,0,8.534668721109474,1,0.9213645849600357,50.0,100.0
2010 Honda New Accord 2.4 AT,Pune,2354.0,Not Available,Automatic,baixa,67818.0,2010.0,Honda,New Accord 2.4 AT,17.4,5.0,2354.0,Sedan,Petrol,67818.0,177.6,First Owner,3.99,4.020200000000002,0,0,0.7568922305764801,0,0.0,63.76355968787723,63.76355968787723
2020 Mahindra XUV300 W4 BSVI,Bangalore,1197.0,Third Party,Manual,baixa,13506.0,2020.0,Mahindra,XUV300 W4 BSVI,16.8,5.0,1197.0,SUV,Petrol,13506.0,108.6,First Owner,7.93,8.898199999999997,0,0,12.209331651954574,1,0.8911914769279182,50.0,100.0
2011 Toyota Etios Liva GD,Agra,1364.0,Third Party,Manual,baixa,70000.0,2011.0,Toyota,Etios Liva GD,18.9,5.0,1364.0,Hatchback,Diesel,70000.0,103.88974615994807,Third Owner,2.15,2.561000000000003,0,0,19.11627906976759,1,0.8395158141351025,50.0,100.0
2014 Mercedes-Benz S-Class S 350 CDI,Bangalore,2987.0,Comprehensive,Automatic,alta,36000.0,2014.0,Mercedes-Benz,2014  S-Class S 350 CDI,18.6,5.0,2987.0,Sedan,Diesel,36000.0,254.7,Second Owner,49.0,43.4999,0,0,11.224693877551028,1,1.1264393711249912,50.0,100.0
2017 Maruti Alto 800 LXI,Delhi,796.0,Third Party,Manual,baixa,30000.0,2017.0,Maruti,Alto 800 LXI,18.5,5.0,796.0,Hatchback,Petrol,30000.0,47.3,Second Owner,3.1,3.0094000000000007,0,0,2.9225806451612693,0,0.0,71.67090627867462,71.67090627867462
2014 Hyundai Grand i10 AT Sportz,Jaipur,1197.0,Third Party,Automatic,baixa,50000.0,2014.0,Hyundai,Grand i10 AT Sportz,18.12,5.0,1197.0,Hatchback,Petrol,50000.0,81.8,Second Owner,4.25,4.069700000000001,0,0,4.242352941176447,0,0.0,76.48964977623599,76.48964977623599
2014 Hyundai Grand i10 Asta,Bangalore,1197.0,Third Party,Manual,baixa,124340.0,2014.0,Hyundai,Grand i10 Asta,20.5,5.0,1197.0,Hatchback,Petrol,124340.0,82.0,Second Owner,4.08,3.816400000000002,0,0,6.460784313725442,0,0.0,84.58957109109717,84.58957109109717
2009 Chevrolet Spark 1.0 LS,Pune,995.0,Third Party,Manual,baixa,55000.0,2009.0,Chevrolet,Spark 1.0 LS,16.07,5.0,995.0,Hatchback,Petrol,55000.0,62.0,First Owner,1.0,1.1395,0,0,13.949999999999996,1,0.8775778850372971,50.0,100.0
2022 BMW 3 Series Gran Limousine 320Ld Luxury Line,Chennai,1995.0,Comprehensive,Automatic,alta,15000.0,2022.0,BMW,3 Series Gran Limousine 320Ld Luxury Line,17.4,5.0,1995.0,Sedan,Diesel,15000.0,187.4,First Owner,59.0,57.773,0,0,2.0796610169491467,0,0.0,68.59324395034878,68.59324395034878
2016 Renault KWID 1.0 RXT,Delhi,999.0,Comprehensive,Manual,baixa,27000.0,2016.0,Renault,KWID 1.0 RXT,16.2,5.0,999.0,Hatchback,Petrol,27000.0,67.0,First Owner,2.8,3.134700000000004,0,0,11.95357142857158,1,0.8932274220818567,50.0,100.0
2018 Maruti Swift Dzire ZDI,Bangalore,1248.0,Comprehensive,Manual,baixa,57180.0,2018.0,Maruti,Swift Dzire ZDI,22.61,5.0,1248.0,Sedan,Diesel,57180.0,74.0,First Owner,8.34,7.5436,0,0,9.549160671462833,1,1.1055729359987274,50.0,100.0
2015 Hyundai Grand i10 AT Asta,Bangalore,1197.0,Comprehensive,Automatic,baixa,70864.0,2015.0,Hyundai,Grand i10 AT Asta,17.1,5.0,1197.0,Hatchback,Petrol,70864.0,82.0,First Owner,5.1,5.066100000000008,0,0,0.6647058823527853,0,0.0,63.426969529553624,63.426969529553624
2017 Renault KWID 1.0 RXL,Ahmedabad,999.0,Third Party,Manual,baixa,53617.0,2017.0,Renault,KWID 1.0 RXL,22.9,5.0,999.0,Hatchback,Petrol,53617.0,67.0,Second Owner,2.35,2.5236999999999976,0,0,7.391489361702022,0,0.0,87.9877549381334,87.9877549381334
2014 Honda Amaze S i-Dtech,Delhi,1498.0,Comprehensive,Manual,baixa,70000.0,2014.0,Honda,Amaze S i-Dtech,18.23,5.0,1498.0,Sedan,Diesel,70000.0,98.6,First Owner,2.95,3.5233333333333285,0,0,19.4350282485874,1,0.8372753074739842,50.0,100.0
2018 Tata Tiago 1.2 Revotron XZ,Chennai,1199.0,Comprehensive,Manual,baixa,38562.0,2018.0,Tata,Tiago 1.2 Revotron XZ,21.63,5.0,1199.0,Hatchback,Petrol,38562.0,84.0,Second Owner,4.65,4.796799999999993,0,0,3.156989247311671,0,0.0,72.52677734885482,72.52677734885482
2021 Tata Tigor XZ Plus BSVI,Mumbai,1199.0,Third Party,Manual,baixa,33712.0,2021.0,Tata,Tigor XZ Plus BSVI,22.41,5.0,1199.0,Sedan,Petrol,33712.0,84.8,First Owner,6.97,6.236099999999998,0,0,10.52941176470591,1,1.117685733070349,50.0,100.0
2017 Tata Tiago 1.05 Revotorq XZ,Pune,1047.0,Third Party,Manual,baixa,86306.0,2017.0,Tata,Tiago 1.05 Revotorq XZ,20.85,5.0,1047.0,Hatchback,Diesel,86306.0,69.0,First Owner,3.85,3.911200000000005,0,0,1.5896103896105143,0,0.0,66.80397448235507,66.80397448235507
2014 Tata Indica TDI LS,Hyderabad,1405.0,Third Party,Manual,baixa,110000.0,2014.0,Tata,Indica TDI LS,22.74,5.0,1405.0,Hatchback,Diesel,110000.0,70.0,Second Owner,1.6,1.749400000000002,0,0,9.337500000000123,1,0.9145992911855483,50.0,100.0
2022 Mercedes-Benz AMG GLA 35 4MATIC BSVI,Chennai,1991.0,Third Party,Automatic,alta,2000.0,2022.0,Mercedes-Benz,2022  AMG GLA 35 4MATIC BSVI,15.97,5.0,1991.0,SUV,Petrol,2000.0,301.7,First Owner,64.5,69.598,0,0,7.903875968992247,0,0.0,89.8585773819536,89.8585773819536
2018 Honda Amaze V CVT Petrol BSIV,Bangalore,1199.0,Comprehensive,Automatic,baixa,30197.0,2018.0,Honda,Amaze V CVT Petrol BSIV,19.7,5.0,1199.0,Sedan,Petrol,30197.0,88.7,First Owner,7.3,7.404099999999997,0,0,1.4260273972602355,0,0.0,66.20670138980753,66.20670138980753
2021 Ford Aspire Ambiente,Bangalore,1194.0,Third Party,Manual,baixa,120000.0,2021.0,Ford,Aspire Ambiente,21.5,5.0,1194.0,Sedan,Petrol,120000.0,94.9,First Owner,5.2,6.046900000000001,0,0,16.286538461538473,1,0.8599447650862424,50.0,100.0
2012 Volvo XC60 D3 Kinetic,Mumbai,1985.0,Third Party,Automatic,alta,89000.0,2012.0,Volvo,XC60 D3 Kinetic,10.91,5.0,1985.0,SUV,Diesel,89000.0,163.0,Second Owner,17.75,9.8607,0,0,44.44676056338028,1,1.8000750453821737,50.0,100.0
2015 Mahindra XUV500 W6 2WD,Gurgaon,2179.0,Third Party,Manual,baixa,100000.0,2015.0,Mahindra,XUV500 W6 2WD,20.89,7.0,2179.0,SUV,Diesel,100000.0,140.0,Second Owner,4.7,6.2262999999999975,0,0,32.474468085106324,1,0.7548624383662853,50.0,100.0
2020 Ford Figo Titanium Diesel,Agra,1499.0,Third Party,Manual,baixa,60000.0,2020.0,Ford,Figo Titanium Diesel,20.14,5.0,1499.0,Hatchback,Diesel,60000.0,98.9,Second Owner,5.5,6.825200000000001,0,0,24.094545454545464,1,0.8058371915841294,50.0,100.0
2015 Hyundai i20 Sportz Option 1.2,Bangalore,1197.0,Comprehensive,Manual,baixa,90000.0,2015.0,Hyundai,i20 Sportz Option 1.2,28.4,5.0,1197.0,Hatchback,Petrol,90000.0,81.8,Second Owner,6.25,5.853399999999999,0,0,6.34560000000002,0,0.0,84.16901091987575,84.16901091987575
2021 MG Hector Sharp CVT,Delhi,1451.0,Third Party,Automatic,baixa,20000.0,2021.0,MG,Hector Sharp CVT,19.98,5.0,1451.0,SUV,Petrol,20000.0,141.0,First Owner,16.9,17.233100000000018,0,0,1.9710059171598788,0,0.0,68.19652319998352,68.19652319998352
2017 Hyundai Grand i10 1.2 Kappa Magna BSIV,Kolkata,1197.0,Third Party,Manual,baixa,52549.0,2017.0,Hyundai,Grand i10 1.2 Kappa Magna BSIV,20.04,5.0,1197.0,Hatchback,Petrol,52549.0,81.8,First Owner,3.62,5.2796,0,0,45.84530386740332,1,0.6856580043942723,50.0,100.0
2018 Renault KWID RXT AMT,Hyderabad,799.0,Third Party,Automatic,baixa,24552.0,2018.0,Renault,KWID RXT AMT,19.7,5.0,799.0,Hatchback,Petrol,24552.0,53.3,First Owner,4.6,4.160700000000005,0,0,9.54999999999989,1,1.1055831951354327,50.0,100.0
2010 Hyundai i10 Sportz 1.2,Kolkata,1197.0,Comprehensive,Manual,baixa,60585.0,2010.0,Hyundai,i10 Sportz 1.2,17.01,5.0,1197.0,Hatchback,Petrol,60585.0,78.9,First Owner,1.75,2.1055,0,0,20.314285714285724,1,0.8311564948943243,50.0,100.0
2012 BMW 3 Series 320d,Kolkata,1995.0,Comprehensive,Automatic,alta,45000.0,2012.0,BMW,3 Series 320d,17.0,5.0,1995.0,Sedan,Diesel,45000.0,170.0,First Owner,9.75,10.5035,0,0,7.728205128205136,0,0.0,89.21716922062916,89.21716922062916
2016 Hyundai Creta 1.6 SX Automatic Diesel,Ahmedabad,1582.0,Comprehensive,Automatic,baixa,65000.0,2016.0,Hyundai,Creta 1.6 SX Automatic Diesel,18.55,5.0,1582.0,SUV,Diesel,65000.0,126.2,First Owner,9.21,8.840300000000008,0,0,4.0141150922909095,0,0.0,75.6563093177832,75.6563093177832
2020 Ford Ecosport 1.5 Diesel Titanium BSIV,Chandigarh,1498.0,Zero Dep,Manual,baixa,62397.0,2020.0,Ford,Ecosport 1.5 Diesel Titanium BSIV,15.9,5.0,1498.0,SUV,Diesel,62397.0,98.9,First Owner,7.63,8.320299999999998,0,0,9.047182175622517,1,0.9170342415537903,50.0,100.0
2017 Maruti Ciaz ZDi Plus SHVS,Chennai,1248.0,Third Party,Manual,baixa,85755.0,2017.0,Maruti,Ciaz ZDi Plus SHVS,20.0,5.0,1248.0,Sedan,Diesel,85755.0,88.5,Second Owner,6.78,6.534099999999987,0,0,3.6268436578173024,0,0.0,74.24230652935105,74.24230652935105
2018 Hyundai Creta 1.6 SX Diesel,Bangalore,1582.0,Comprehensive,Manual,baixa,29000.0,2018.0,Hyundai,Creta 1.6 SX Diesel,20.36,5.0,1582.0,SUV,Diesel,29000.0,126.2,First Owner,13.0,11.166800000000002,0,0,14.101538461538446,1,1.164165203997564,50.0,100.0
2020 Maruti Baleno Zeta,Hyderabad,1197.0,Third Party,Manual,baixa,5878.0,2020.0,Maruti,Baleno Zeta,22.94,5.0,1197.0,Hatchback,Petrol,5878.0,81.8,First Owner,7.61,7.114700000000007,0,0,6.508541392903984,0,0.0,84.76394140895349,84.76394140895349
2022 Maruti S-Presso VXi Plus BSVI,Kolkata,998.0,Comprehensive,Manual,baixa,3926.0,2022.0,Maruti,S-Presso VXi Plus BSVI,19.0,5.0,998.0,Hatchback,Petrol,3926.0,65.7,First Owner,4.75,4.9948,0,0,5.1536842105263085,0,0.0,79.81709621647668,79.81709621647668
2005 Ford Ikon 1.6 Nxt,Chandigarh,1597.0,Not Available,Manual,baixa,56609.0,2005.0,Ford,Ikon 1.6 Nxt,16.11,5.0,1597.0,Sedan,Petrol,56609.0,92.0,First Owner,0.7,1.1129467000000013,0,0,58.99238571428591,1,0.6289609376621532,50.0,100.0
2019 Honda City i-VTEC V,Hyderabad,1497.0,Third Party,Manual,baixa,76355.0,2019.0,Honda,City i-VTEC V,18.6,5.0,1497.0,Sedan,Petrol,76355.0,117.6,First Owner,8.9,8.74449999999999,0,0,1.7471910112360747,0,0.0,67.37933176034352,67.37933176034352
2013 Maruti Alto 800 VXI,Agra,796.0,Third Party,Manual,baixa,80000.0,2013.0,Maruti,Alto 800 VXI,22.05,5.0,796.0,Hatchback,Petrol,80000.0,47.3,First Owner,2.06,2.0791000000000004,0,0,0.9271844660194339,0,0.0,64.38532952249459,64.38532952249459
2017 Hyundai EON Era Plus,Bangalore,814.0,Third Party,Manual,baixa,48609.0,2017.0,Hyundai,EON Era Plus,17.4,5.0,814.0,Hatchback,Petrol,48609.0,55.2,First Owner,3.38,3.1870999999999983,0,0,5.707100591716024,0,0.0,81.83772628755315,81.83772628755315
2019 Skoda Superb LK 1.8 TSI AT,Delhi,1798.0,Comprehensive,Automatic,baixa,45000.0,2019.0,Skoda,Superb LK 1.8 TSI AT,18.6,5.0,1798.0,Sedan,Petrol,45000.0,177.4,First Owner,25.0,23.415300000000013,0,0,6.33879999999995,0,0.0,84.14418280681208,84.14418280681208
2021 Maruti Eeco 5 STR With AC Plus HTR CNG,Pune,1196.0,Comprehensive,Manual,baixa,30000.0,2021.0,Maruti,Eeco 5 STR With AC Plus HTR CNG,18.6,5.0,1196.0,Minivans,CNG,30000.0,73.0,First Owner,6.2,6.030200000000001,0,0,2.738709677419347,0,0.0,70.99955787041365,70.99955787041365
2018 Hyundai i20 1.4 Asta Option,Chandigarh,1396.0,Third Party,Manual,baixa,50000.0,2018.0,Hyundai,i20 1.4 Asta Option,20.8,5.0,1396.0,Hatchback,Diesel,50000.0,88.7,First Owner,6.75,6.730500000000002,0,0,0.2888888888888604,0,0.0,62.05478911707244,62.05478911707244
2015 Maruti Alto K10 VXI,Mumbai,998.0,Third Party,Manual,baixa,90000.0,2015.0,Maruti,Alto K10 VXI,18.0,5.0,998.0,Hatchback,Petrol,90000.0,67.0,First Owner,2.5,2.7292000000000005,0,0,9.16800000000002,1,0.9160193463285943,50.0,100.0
2016 Maruti Wagon R VXI BS IV,Ahmedabad,998.0,Third Party,Manual,baixa,42504.0,2016.0,Maruti,Wagon R VXI BS IV,18.2,5.0,998.0,Hatchback,Petrol,42504.0,67.0,Second Owner,3.67,3.6117999999999983,0,0,1.585831062670343,0,0.0,66.7901754299177,66.7901754299177
2019 Hyundai Venue SX Plus Turbo DCT BSIV,Mumbai,998.0,Zero Dep,Automatic,baixa,22000.0,2019.0,Hyundai,Venue SX Plus Turbo DCT BSIV,23.84,5.0,998.0,SUV,Petrol,22000.0,118.3,First Owner,10.45,10.36820000000001,0,0,0.7827751196171174,0,0.0,63.858063113687315,63.858063113687315
2011 Chevrolet Tavera LT-L - 7 seats BSII,Pune,2499.0,Third Party,Manual,baixa,120000.0,2011.0,Chevrolet,Tavera LT-L - 7 seats BSII,23.84,7.0,2499.0,MUV,Diesel,120000.0,80.0,Third Owner,2.7,3.404699999999996,0,0,26.099999999999845,1,0.7930214115781136,50.0,100.0
2008 Honda City EXi,Pune,1497.0,Third Party,Manual,baixa,90000.0,2008.0,Honda,City EXi,18.53,5.0,1497.0,Sedan,Petrol,90000.0,78.0,Second Owner,1.15,1.2668000000000013,0,0,10.156521739130554,1,0.9077991790337849,50.0,100.0
2021 Hyundai i20 Asta BSVI,Hyderabad,1197.0,Third Party,Manual,baixa,20000.0,2021.0,Hyundai,i20 Asta BSVI,25.1,5.0,1197.0,Hatchback,Petrol,20000.0,81.8,First Owner,7.0,7.485600000000001,0,0,6.937142857142867,0,0.0,86.32884811678656,86.32884811678656
2019 Renault KWID 1.0 RXT Optional,Bangalore,999.0,Comprehensive,Manual,baixa,26039.0,2019.0,Renault,KWID 1.0 RXT Optional,17.19,5.0,999.0,Hatchback,Petrol,26039.0,67.0,First Owner,4.45,4.340199999999995,0,0,2.467415730337196,0,0.0,70.00901128341754,70.00901128341754
2019 Hyundai Santro Sportz AMT BSIV,Hyderabad,1086.0,Third Party,Automatic,baixa,18000.0,2019.0,Hyundai,Santro Sportz AMT BSIV,27.28,5.0,1086.0,Hatchback,Petrol,18000.0,68.0,First Owner,5.5,5.365399999999999,0,0,2.44727272727274,0,0.0,69.93546528966446,69.93546528966446
2008 Maruti Swift Ldi BSII,Bangalore,1248.0,Comprehensive,Manual,baixa,140046.0,2008.0,Maruti,Swift Ldi BSII,16.55,5.0,1248.0,Hatchback,Diesel,140046.0,73.97,First Owner,1.06,1.3324635000000011,0,0,25.704103773585008,1,0.7955189766924191,50.0,100.0
2018 BMW X1 sDrive 20D xLine,Chennai,1995.0,Comprehensive,Automatic,alta,49000.0,2018.0,BMW,X1 sDrive 20D xLine,19.67,5.0,1995.0,SUV,Diesel,49000.0,184.0,First Owner,27.0,28.03600000000001,0,0,3.8370370370370686,0,0.0,75.00976314471104,75.00976314471104
2017 Hyundai EON D Lite Plus,Bangalore,814.0,Third Party,Manual,baixa,60000.0,2017.0,Hyundai,EON D Lite Plus,14.9,5.0,814.0,Hatchback,Petrol,60000.0,55.2,Fourth Owner,2.5,2.482,0,0,0.7199999999999918,0,0.0,63.62885903024277,63.62885903024277
2020 BMW 3 Series GT M Sport Petrol,Delhi,1998.0,Comprehensive,Automatic,alta,15000.0,2020.0,BMW,3 Series GT M Sport Petrol,17.4,5.0,1998.0,Sedan,Petrol,15000.0,248.0,Second Owner,44.5,45.6,0,0,2.4719101123595535,0,0.0,70.02542114003536,70.02542114003536
2014 Mercedes-Benz C-Class C 220 CDI BE Avantgare,Ahmedabad,2143.0,Comprehensive,Automatic,alta,94000.0,2014.0,Mercedes-Benz,2014  C-Class C 220 CDI BE Avantgare,19.0,5.0,2143.0,Sedan,Diesel,94000.0,167.6,First Owner,13.75,13.584300000000002,0,0,1.205090909090891,0,0.0,65.4000196092045,65.4000196092045
2013 Maruti Wagon R LXI CNG,Gurgaon,998.0,Third Party,Manual,baixa,90000.0,2013.0,Maruti,Wagon R LXI CNG,18.15,5.0,998.0,Hatchback,CNG,90000.0,58.1,Fourth Owner,1.6,2.006499999999998,0,0,25.40624999999988,1,0.7974084226264647,50.0,100.0
2013 Hyundai Elantra SX AT,Delhi,1797.0,Comprehensive,Automatic,baixa,65000.0,2013.0,Hyundai,Elantra SX AT,17.5,5.0,1797.0,Sedan,Petrol,65000.0,147.5,Second Owner,6.5,6.324200000000001,0,0,2.7046153846153667,0,0.0,70.87507302386157,70.87507302386157
2021 Renault KWID 1.0 RXL AMT,Bangalore,999.0,Third Party,Automatic,baixa,14307.0,2021.0,Renault,KWID 1.0 RXL AMT,16.5,5.0,999.0,Hatchback,Petrol,14307.0,67.0,Second Owner,5.14,5.140499999999996,0,0,0.00972762645906946,0,0.0,61.03551744258268,61.03551744258268
2018 Maruti Swift VXI 2018,Kolkata,1197.0,Comprehensive,Manual,baixa,40700.0,2018.0,Maruti,Swift VXI 2018,15.8,5.0,1197.0,Hatchback,Petrol,40700.0,81.8,First Owner,5.2,5.866599999999998,0,0,12.819230769230733,1,0.8863737087921456,50.0,100.0
2017 Maruti Alto K10 VXI AMT,Mumbai,998.0,Comprehensive,Automatic,baixa,20707.0,2017.0,Maruti,Alto K10 VXI AMT,21.12,5.0,998.0,Hatchback,Petrol,20707.0,67.0,First Owner,3.49,4.069600000000004,0,0,16.607449856733627,1,0.8575781403577739,50.0,100.0
2014 Mahindra Xylo D2 BS IV,Kolkata,2489.0,Comprehensive,Manual,baixa,59800.0,2014.0,Mahindra,Xylo D2 BS IV,19.7,7.0,2489.0,MUV,Diesel,59800.0,93.7,Third Owner,2.9,3.695899999999997,0,0,27.444827586206795,1,0.7846532644281508,50.0,100.0
2013 Renault Duster 85PS Diesel RxL,Chandigarh,1461.0,Third Party,Manual,baixa,90000.0,2013.0,Renault,Duster 85PS Diesel RxL,19.81,5.0,1461.0,SUV,Diesel,90000.0,83.8,Third Owner,3.6,3.621500000000001,0,0,0.597222222222249,0,0.0,63.18057365548694,63.18057365548694
2019 Tata Nexon 1.5 Revotorq XZ Plus,Ahmedabad,1497.0,Comprehensive,Manual,baixa,84000.0,2019.0,Tata,Nexon 1.5 Revotorq XZ Plus,32.52,5.0,1497.0,SUV,Diesel,84000.0,108.5,First Owner,8.7,8.20340000000001,0,0,5.708045977011381,0,0.0,81.84117807181809,81.84117807181809
2018 Hyundai Santro Sportz AMT BSIV,Bangalore,1086.0,Zero Dep,Automatic,baixa,38985.0,2018.0,Hyundai,Santro Sportz AMT BSIV,22.69,5.0,1086.0,Hatchback,Petrol,38985.0,68.0,First Owner,5.51,4.8276,0,0,12.384754990925579,1,1.1413538818460518,50.0,100.0
2018 Hyundai Xcent 1.2 VTVT S,Gurgaon,1197.0,Third Party,Manual,baixa,31133.0,2018.0,Hyundai,Xcent 1.2 VTVT S,28.4,5.0,1197.0,Sedan,Petrol,31133.0,81.8,First Owner,5.41,5.635300000000002,0,0,4.164510166358625,0,0.0,76.20543077412626,76.20543077412626
2018 Datsun RediGO 1.0 T Option,Kolkata,999.0,Third Party,Manual,baixa,31356.0,2018.0,Datsun,RediGO 1.0 T Option,17.92,5.0,999.0,Hatchback,Petrol,31356.0,67.0,Second Owner,2.46,2.847,0,0,15.731707317073171,1,0.8640674394099052,50.0,100.0
2020 Honda Amaze S Petrol,Lucknow,1199.0,Not Available,Manual,baixa,88840.0,2020.0,Honda,Amaze S Petrol,21.1,5.0,1199.0,Sedan,Petrol,88840.0,88.7,First Owner,7.0,7.027800000000001,0,0,0.39714285714287045,0,0.0,62.45004525874494,62.45004525874494
2017 Maruti Swift LXI Optional-O,Delhi,1197.0,Third Party,Manual,baixa,90000.0,2017.0,Maruti,Swift LXI Optional-O,22.7,5.0,1197.0,Hatchback,Petrol,90000.0,83.1,First Owner,4.5,4.504900000000001,0,0,0.10888888888891143,0,0.0,61.39757435951184,61.39757435951184
2011 Ford Figo Diesel Titanium,Bangalore,1399.0,Third Party,Manual,baixa,150032.0,2011.0,Ford,Figo Diesel Titanium,22.38,5.0,1399.0,Hatchback,Diesel,150032.0,68.0,First Owner,2.0,2.0416000000000003,0,0,2.080000000000015,0,0.0,68.5944816429243,68.5944816429243
2015 Volkswagen Polo 1.5 TDI Highline,Chennai,1498.0,Third Party,Manual,baixa,80000.0,2015.0,Volkswagen,Polo 1.5 TDI Highline,24.39,5.0,1498.0,Hatchback,Diesel,80000.0,88.8,Second Owner,5.2,5.125099999999994,0,0,1.4403846153847257,0,0.0,66.25912236552384,66.25912236552384
2014 Toyota Etios Cross 1.2L G,Kolkata,1197.0,Comprehensive,Manual,baixa,19830.0,2014.0,Toyota,Etios Cross 1.2L G,26.0,5.0,1197.0,Hatchback,Petrol,19830.0,78.8,First Owner,3.3,3.586000000000003,0,0,8.666666666666762,1,0.9202453987730054,50.0,100.0
2015 Maruti Celerio VXI,Ahmedabad,998.0,Comprehensive,Manual,baixa,57000.0,2015.0,Maruti,Celerio VXI,18.2,5.0,998.0,Hatchback,Petrol,57000.0,67.0,First Owner,3.6,3.740500000000004,0,0,3.9027777777778847,0,0.0,75.24979528353239,75.24979528353239
2015 Volkswagen Jetta 1.4 TSI Comfortline,Kolkata,1390.0,Third Party,Manual,baixa,55000.0,2015.0,Volkswagen,Jetta 1.4 TSI Comfortline,18.3,5.0,1390.0,Sedan,Petrol,55000.0,120.3,First Owner,5.99,5.666000000000004,0,0,5.409015025041674,0,0.0,80.74935832402953,80.74935832402953
