full_name,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,resale_price_Lakh,ano,marca,modelo,fuel_type_id,owner_type_id,insurance_id,city_id,marca_id,modelo_id,body_type_id,transmission_type_id
2021 Maruti Baleno Zeta,Apr 2021,1197.0,Zero Dep,Manual,11464.0,First Owner,Petrol,81.8,5.0,21.01,Hatchback,Delhi,7.84,2021.0,Maruti,Baleno Zeta,4,1,4,5,20,344,3,1
2018 Maruti Alto K10 VXI,Apr 2018,998.0,Third Party,Manual,18228.0,Second Owner,Petrol,67.0,5.0,23.95,Hatchback,Chennai,3.82,2018.0,Maruti,Alto K10 VXI,4,3,3,4,20,161,3,1
2017 Renault KWID RXT,Sept 2017,799.0,Comprehensive,Manual,43775.0,First Owner,Petrol,53.3,5.0,25.17,Hatchback,Bangalore,3.75,2017.0,Renault,KWID RXT,4,1,0,2,26,1352,3,1
2017 Hyundai Creta 1.6 SX Automatic Diesel,Jun 2017,1582.0,Comprehensive,Automatic,91000.0,First Owner,Diesel,126.2,5.0,17.6,SUV,Hyderabad,11.5,2017.0,Hyundai,Creta 1.6 SX Automatic Diesel,1,1,0,7,11,695,7,0
2018 Jeep Compass 1.4 Limited,Jan 2018,1368.0,Comprehensive,Automatic,43000.0,First Owner,Petrol,160.0,5.0,16.0,SUV,Ahmedabad,12.75,2018.0,Jeep,Compass 1.4 Limited,4,1,0,1,14,608,7,0
2021 Tata Tiago XZ Plus,Sept 2021,1199.0,Comprehensive,Manual,38000.0,First Owner,Petrol,83.8,5.0,23.84,Hatchback,Pune,6.25,2021.0,Tata,Tiago XZ Plus,4,1,0,12,28,2275,3,1
2014 BMW X1 sDrive 20d Sportline,2014,1995.0,Third Party,Automatic,100000.0,First Owner,Diesel,184.0,5.0,17.05,SUV,Ahmedabad,11.5,2014.0,BMW,X1 sDrive 20d Sportline,1,1,3,1,1,2567,7,0
2014 Hyundai Elantra CRDi SX AT,Jun 2014,1582.0,Comprehensive,Automatic,57727.0,First Owner,Diesel,126.2,5.0,19.5,Sedan,Kolkata,6.27,2014.0,Hyundai,Elantra CRDi SX AT,1,1,0,9,11,858,8,0
2014 Ford Ecosport 1.5 DV5 MT Trend,Feb 2014,1498.0,Third Party,Manual,66000.0,First Owner,Diesel,89.8,5.0,22.7,SUV,Gurgaon,3.95,2014.0,Ford,Ecosport 1.5 DV5 MT Trend,1,1,3,6,9,792,7,1
2021 Kia Seltos HTK Plus iMT,Oct 2021,1497.0,Zero Dep,Manual,9348.0,First Owner,Petrol,113.4,5.0,16.8,SUV,Bangalore,12.5,2021.0,Kia,Seltos HTK Plus iMT,4,1,4,2,15,2001,7,1
2015 Ford Ecosport 1.0 Ecoboost Titanium,Jul 2015,999.0,Comprehensive,Manual,45000.0,First Owner,Petrol,123.3,5.0,18.88,SUV,Kolkata,4.25,2015.0,Ford,Ecosport 1.0 Ecoboost Titanium,4,1,0,9,9,785,7,1
2019 Hyundai Venue SX Plus Turbo DCT,Aug 2019,998.0,Comprehensive,Automatic,12000.0,First Owner,Petrol,118.3,5.0,18.15,SUV,Chennai,10.5,2019.0,Hyundai,Venue SX Plus Turbo DCT,4,1,0,4,11,2399,7,0
2015 Hyundai i20 Sportz Option 1.2,Feb 2015,1197.0,Comprehensive,Manual,26502.0,Second Owner,Petrol,81.8,5.0,18.6,Hatchback,Bangalore,5.74,2015.0,Hyundai,i20 Sportz Option 1.2,4,3,0,2,11,2917,3,1
2018 Maruti Vitara Brezza VDi Option,Mar 2018,1248.0,Third Party,Manual,67756.0,First Owner,Diesel,88.5,5.0,24.3,SUV,Delhi,7.7,2018.0,Maruti,Vitara Brezza VDi Option,1,1,3,5,20,2477,7,1
2020 Jeep Compass 2.0 Longitude Option,Oct 2020,1956.0,Comprehensive,Manual,22800.0,First Owner,Diesel,170.0,5.0,17.1,SUV,Delhi,17.6,2020.0,Jeep,Compass 2.0 Longitude Option,1,1,0,5,14,637,7,1
2019 Tata Tiago 1.2 Revotron XZA,Mar 2020,1199.0,Comprehensive,Automatic,43220.0,Second Owner,Petrol,83.8,5.0,23.84,Hatchback,Gurgaon,5.95,2019.0,Tata,Tiago 1.2 Revotron XZA,4,3,0,6,28,2261,3,0
2023 BMW iX xDrive40,Apr 2023,0.0,Zero Dep,Automatic,5369.0,First Owner,Electric,321.8,5.0,0.0,SUV,Pune,122.0,2023.0,BMW,iX xDrive40,2,1,4,12,1,2927,7,0
2016 Hyundai Grand i10 Sportz,Feb 2017,1197.0,Comprehensive,Manual,69819.0,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Bangalore,4.63,2016.0,Hyundai,Grand i10 Sportz,4,1,0,2,11,1086,3,1
2018 Tata Tigor XZ Plus BSVI,Aug 2018,1199.0,Comprehensive,Manual,68000.0,Second Owner,Petrol,84.8,5.0,19.28,Sedan,Pune,4.95,2018.0,Tata,Tigor XZ Plus BSVI,4,3,0,12,28,2301,8,1
2014 Maruti Swift Dzire VXI,Jul 2014,1197.0,Third Party,Manual,76725.0,First Owner,Petrol,88.5,5.0,22.41,Sedan,Kolkata,3.89,2014.0,Maruti,Swift Dzire VXI,4,1,3,9,20,2121,8,1
2008 Hyundai i10 Sportz 1.2,Jun 2008,1197.0,Third Party,Manual,46000.0,First Owner,Petrol,78.9,5.0,20.36,Hatchback,Hyderabad,2.5,2008.0,Hyundai,i10 Sportz 1.2,4,1,3,7,11,2826,3,1
2020 Hyundai Creta SX BSVI,2020,1497.0,Third Party,Manual,20000.0,First Owner,Petrol,113.1,5.0,0.0,SUV,Kolkata,12.0,2020.0,Hyundai,Creta SX BSVI,4,1,3,9,11,714,7,1
2022 Skoda Kushaq 1.0 TSI Ambition AT BSVI,2022,999.0,Third Party,Automatic,20000.0,First Owner,Petrol,113.9,5.0,17.2,SUV,Chennai,13.0,2022.0,Skoda,Kushaq 1.0 TSI Ambition AT BSVI,4,1,3,4,27,1379,7,0
2022 Kia Sonet HTK Plus BSVI,2022,1197.0,Third Party,Manual,30000.0,First Owner,Petrol,81.8,5.0,18.4,SUV,Pune,10.5,2022.0,Kia,Sonet HTK Plus BSVI,4,1,3,12,15,2028,7,1
2005 Maruti Wagon R PRIMEA,2005,998.0,Third Party,Manual,120000.0,First Owner,Petrol,67.0,5.0,18.9,Hatchback,Delhi,0.4,2005.0,Maruti,Wagon R PRIMEA,4,1,3,5,20,2530,3,1
2019 Ford Ecosport 1.5 Petrol Titanium,Jul 2019,1496.0,Comprehensive,Manual,12000.0,First Owner,Petrol,120.6,5.0,15.9,SUV,Mumbai,8.3,2019.0,Ford,Ecosport 1.5 Petrol Titanium,4,1,0,11,9,801,7,1
2019 Maruti Vitara Brezza ZDi AMT,2019,1248.0,Third Party,Automatic,60000.0,First Owner,Diesel,88.5,5.0,24.3,SUV,Mumbai,10.2,2019.0,Maruti,Vitara Brezza ZDi AMT,1,1,3,11,20,2481,7,0
2015 Hyundai Grand i10 Sportz,Jun 2015,1197.0,Third Party,Manual,73224.0,Second Owner,Petrol,82.0,5.0,18.9,Hatchback,Delhi,3.55,2015.0,Hyundai,Grand i10 Sportz,4,3,3,5,11,1086,3,1
2009 Honda Jazz Basic,2009,1198.0,Third Party,Manual,100000.0,First Owner,Petrol,88.8,5.0,16.7,Hatchback,Delhi,1.45,2009.0,Honda,Jazz Basic,4,1,3,5,10,1287,3,1
2012 Maruti Swift LXI,May 2012,1197.0,Comprehensive,Manual,52991.0,Second Owner,Petrol,88.5,5.0,22.38,Hatchback,Gurgaon,2.73,2012.0,Maruti,Swift LXI,4,3,0,6,20,2149,3,1
2018 Maruti Vitara Brezza ZDi Plus,May 2018,1248.0,Third Party,Manual,45000.0,First Owner,Diesel,88.5,5.0,24.3,SUV,Hyderabad,9.75,2018.0,Maruti,Vitara Brezza ZDi Plus,1,1,3,7,20,2482,7,1
2016 Maruti Swift LDI Optional,2016,1248.0,Third Party,Manual,120000.0,First Owner,Diesel,74.0,5.0,25.2,Hatchback,Delhi,4.0,2016.0,Maruti,Swift LDI Optional,1,1,3,5,20,2147,3,1
2016 Volkswagen Vento 1.5 TDI Highline AT,Oct 2016,1498.0,Third Party,Automatic,62000.0,First Owner,Diesel,108.6,5.0,22.15,Sedan,Ahmedabad,7.8,2016.0,Volkswagen,Vento 1.5 TDI Highline AT,1,1,3,1,30,2351,8,0
2015 Toyota Innova 2.5 ZX Diesel 7 Seater,2015,2494.0,Third Party,Manual,100000.0,First Owner,Diesel,100.6,7.0,12.99,MUV,Hyderabad,15.0,2015.0,Toyota,Innova 2.5 ZX Diesel 7 Seater,1,1,3,7,29,1235,4,1
2022 Renault KWID 1.0 RXT BSVI,Aug 2022,999.0,Zero Dep,Manual,10103.0,Second Owner,Petrol,67.0,5.0,21.46,Hatchback,Chennai,4.88,2022.0,Renault,KWID 1.0 RXT BSVI,4,3,4,4,26,1337,3,1
2022 Tata Altroz XT Diesel BSVI,Jun 2022,1497.0,Third Party,Manual,15857.0,First Owner,Diesel,88.7,5.0,23.64,Hatchback,Ahmedabad,9.11,2022.0,Tata,Altroz XT Diesel BSVI,1,1,3,1,28,182,3,1
2021 Hyundai Alcazar Signature (O) Diesel AT BSVI,Jul 2021,1493.0,Comprehensive,Automatic,35000.0,First Owner,Diesel,113.9,6.0,18.1,SUV,Delhi,19.5,2021.0,Hyundai,Alcazar Signature (O) Diesel AT BSVI,1,1,0,5,11,128,7,0
2018 Jeep Compass 1.4 Limited,Oct 2018,1368.0,Comprehensive,Automatic,33000.0,First Owner,Petrol,160.0,5.0,16.0,SUV,Bangalore,17.75,2018.0,Jeep,Compass 1.4 Limited,4,1,0,2,14,608,7,0
2012 Skoda Laura Ambiente 2.0 TDI CR MT,Jan 2013,1968.0,Not Available,Manual,114192.0,First Owner,Diesel,108.5,5.0,20.0,Sedan,Jaipur,3.65,2012.0,Skoda,Laura Ambiente 2.0 TDI CR MT,1,1,2,8,27,1397,8,1
2011 Hyundai i10 Era,2011,1086.0,Third Party,Manual,70000.0,Third Owner,Petrol,68.0,5.0,19.81,Hatchback,Delhi,1.85,2011.0,Hyundai,i10 Era,4,4,3,5,11,2814,3,1
2018 Maruti Vitara Brezza ZDi Plus AMT,Jun 2018,1248.0,Third Party,Automatic,98000.0,First Owner,Diesel,88.5,5.0,24.3,SUV,Hyderabad,9.9,2018.0,Maruti,Vitara Brezza ZDi Plus AMT,1,1,3,7,20,2483,7,0
2015 Maruti Swift Dzire VXI AT,Oct 2015,1197.0,Comprehensive,Automatic,66451.0,Third Owner,Petrol,88.5,5.0,22.61,Sedan,Mumbai,3.96,2015.0,Maruti,Swift Dzire VXI AT,4,4,0,11,20,2124,8,0
2018 Tata Nexon 1.2 Revotron XZA Plus,Nov 2018,1198.0,Third Party,Automatic,69776.0,First Owner,Petrol,108.5,5.0,17.0,SUV,Hyderabad,8.04,2018.0,Tata,Nexon 1.2 Revotron XZA Plus,4,1,3,7,28,1533,7,0
2008 Maruti 800 AC Uniq,2008,796.0,Third Party,Manual,50000.0,First Owner,Petrol,37.0,4.0,16.1,Hatchback,Jaipur,0.75,2008.0,Maruti,800 AC Uniq,4,1,3,8,20,60,3,1
2014 Honda City i VTEC V,Mar 2014,1497.0,Comprehensive,Manual,124781.0,First Owner,Petrol,117.3,5.0,17.4,Sedan,Hyderabad,5.29,2014.0,Honda,City i VTEC V,4,1,0,7,10,583,8,1
2001 Toyota Qualis FS B4,,2446.0,Third Party,Manual,120000.0,Second Owner,Diesel,73.97,10.0,13.1,SUV,Hyderabad,1.7,2001.0,Toyota,Qualis FS B4,1,3,3,7,29,1732,7,1
2015 Audi Q7 35 TDI Quattro Premium Plus,Dec 2015,2967.0,Comprehensive,Automatic,44000.0,First Owner,Diesel,241.4,7.0,12.07,SUV,Delhi,23.5,2015.0,Audi,Q7 35 TDI Quattro Premium Plus,1,1,0,5,0,1725,7,0
2015 Maruti Alto 800 LXI,2015,796.0,Third Party,Manual,100000.0,Fourth Owner,Petrol,47.3,5.0,22.74,Hatchback,Jaipur,1.1,2015.0,Maruti,Alto 800 LXI,4,2,3,8,20,138,3,1
2019 Mahindra Thar CRDe,Jun 2019,2498.0,Third Party,Manual,48405.0,Second Owner,Diesel,105.0,6.0,16.55,SUV,Delhi,7.83,2019.0,Mahindra,Thar CRDe,1,3,3,5,19,2231,7,1
2016 Hyundai i20 Magna 1.2,May 2016,1197.0,Comprehensive,Manual,44000.0,First Owner,Petrol,81.8,5.0,18.6,Hatchback,Delhi,5.45,2016.0,Hyundai,i20 Magna 1.2,4,1,0,5,11,2888,3,1
2018 Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,1197.0,Third Party,Manual,50000.0,First Owner,Petrol,81.8,5.0,18.9,Hatchback,Gurgaon,4.25,2018.0,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,4,1,3,6,11,1054,3,1
2010 Maruti Swift Dzire 1.2 Vxi BSIV,Oct 2010,1197.0,Comprehensive,Manual,79300.0,Second Owner,Petrol,85.8,5.0,17.5,Sedan,Mumbai,2.46,2010.0,Maruti,Swift Dzire 1.2 Vxi BSIV,4,3,0,11,20,2093,8,1
2021 Toyota Camry Hybrid 2.5,Jul 2021,2487.0,Comprehensive,Automatic,18500.0,First Owner,Petrol,214.5,5.0,19.16,Sedan,Mumbai,39.75,2021.0,Toyota,Camry Hybrid 2.5,4,1,0,11,29,416,8,0
2021 Hyundai Aura S CNG,Jun 2021,1197.0,Third Party,Manual,41392.0,First Owner,CNG,68.0,5.0,28.0,Sedan,Pune,8.18,2021.0,Hyundai,Aura S CNG,0,1,3,12,11,293,8,1
2013 Maruti Wagon R VXI BS IV,Jul 2013,998.0,Comprehensive,Manual,41681.0,Second Owner,Petrol,67.1,5.0,18.9,Hatchback,Delhi,2.59,2013.0,Maruti,Wagon R VXI BS IV,4,3,0,5,20,2542,3,1
2020 Honda City VX MT,Jun 2020,1498.0,Comprehensive,Manual,30168.0,First Owner,Petrol,119.3,5.0,18.6,Sedan,Chennai,10.92,2020.0,Honda,City VX MT,4,1,0,4,10,563,8,1
2019 Kia Seltos GTX DCT,2019,1353.0,Third Party,Automatic,20000.0,First Owner,Petrol,138.0,5.0,16.2,SUV,Agra,13.75,2019.0,Kia,Seltos GTX DCT,4,1,3,0,15,1987,7,0
2021 Hyundai Verna SX Diesel,Jul 2021,1493.0,Comprehensive,Manual,50000.0,First Owner,Diesel,113.4,5.0,25.0,Sedan,Ahmedabad,13.9,2021.0,Hyundai,Verna SX Diesel,1,1,0,1,11,2451,8,1
2020 Kia Seltos HTE Diesel,Oct 2020,1493.0,Third Party,Manual,60000.0,First Owner,Diesel,113.4,5.0,20.8,SUV,Ahmedabad,10.75,2020.0,Kia,Seltos HTE Diesel,1,1,3,1,15,1992,7,1
2011 Tata New Safari DICOR 2.2 EX 4x2,2011,2179.0,Third Party,Manual,150000.0,First Owner,Diesel,138.1,7.0,11.57,SUV,Chandigarh,4.0,2011.0,Tata,New Safari DICOR 2.2 EX 4x2,1,1,3,3,28,1505,7,1
2014 Nissan Sunny XL,May 2014,1498.0,Third Party,Manual,43000.0,Second Owner,Petrol,97.7,5.0,16.95,Sedan,Delhi,3.0,2014.0,Nissan,Sunny XL,4,3,3,5,23,2056,8,1
2017 Maruti Ciaz VXi Plus,Mar 2017,1373.0,Third Party,Manual,58000.0,Second Owner,Petrol,91.1,5.0,20.73,Sedan,Pune,6.5,2017.0,Maruti,Ciaz VXi Plus,4,3,3,12,20,528,8,1
2018 Toyota Fortuner 2.8 2WD AT,Jun 2018,2755.0,Comprehensive,Automatic,48000.0,First Owner,Diesel,174.5,7.0,12.9,SUV,Delhi,30.9,2018.0,Toyota,Fortuner 2.8 2WD AT,1,1,0,5,29,984,7,0
2015 Mahindra XUV500 W8 2WD,2015,2179.0,Third Party,Manual,110000.0,First Owner,Diesel,140.0,7.0,16.0,SUV,Mumbai,5.5,2015.0,Mahindra,XUV500 W8 2WD,1,1,3,11,19,2697,7,1
2010 Fiat Linea Emotion,Jan 2011,1368.0,Comprehensive,Manual,49800.0,First Owner,Petrol,88.77,5.0,16.0,Sedan,Delhi,1.25,2010.0,Fiat,Linea Emotion,4,1,0,5,7,1405,8,1
2017 BMW X5 xDrive 30d Design Pure Experience 5 Seater,Jun 2017,2993.0,Comprehensive,Automatic,66508.0,Second Owner,Diesel,258.0,5.0,15.97,SUV,Mumbai,37.0,2017.0,BMW,X5 xDrive 30d Design Pure Experience 5 Seater,1,3,0,11,1,2589,7,0
2015 Maruti Swift Dzire VXI,Nov 2015,1197.0,Comprehensive,Manual,87168.0,First Owner,Petrol,88.5,5.0,22.41,Sedan,Jaipur,4.5,2015.0,Maruti,Swift Dzire VXI,4,1,0,8,20,2121,8,1
2016 BMW X5 xDrive 30d M Sport,Oct 2016,2993.0,Third Party,Automatic,52000.0,Second Owner,Diesel,258.0,5.0,15.97,SUV,Delhi,37.5,2016.0,BMW,X5 xDrive 30d M Sport,1,3,3,5,1,2591,7,0
2010 Chevrolet Cruze LT,2010,1991.0,Third Party,Manual,120000.0,Third Owner,Diesel,147.9,5.0,18.3,Sedan,Delhi,2.0,2010.0,Chevrolet,Cruze LT,1,4,3,5,3,728,8,1
2017 Honda City i VTEC V,2017,1497.0,Third Party,Manual,40000.0,Second Owner,Petrol,117.3,5.0,17.8,Sedan,Hyderabad,8.25,2017.0,Honda,City i VTEC V,4,3,3,7,10,583,8,1
2010 Honda City 1.5 V MT,Mar 2011,1497.0,Not Available,Manual,83813.0,Second Owner,Petrol,116.39,5.0,17.0,Sedan,Gurgaon,2.65,2010.0,Honda,City 1.5 V MT,4,3,2,6,10,544,8,1
2015 Fiat Punto Pure 1.3L Advanced Multi-Jet,Nov 2015,1248.0,Comprehensive,Manual,67129.0,First Owner,Diesel,75.0,5.0,20.3,Hatchback,Chennai,3.4,2015.0,Fiat,Punto Pure 1.3L Advanced Multi-Jet,1,1,0,4,7,1692,3,1
2013 Maruti Ertiga VXI,Apr 2013,1462.0,Third Party,Manual,72200.0,First Owner,Petrol,101.6,7.0,20.51,MUV,Delhi,4.85,2013.0,Maruti,Ertiga VXI,4,1,3,5,20,895,4,1
2015 Hyundai i20 Active 1.2 SX,Dec 2015,1197.0,Third Party,Manual,55648.0,First Owner,Petrol,81.8,5.0,17.19,Hatchback,Kolkata,4.47,2015.0,Hyundai,i20 Active 1.2 SX,4,1,3,9,11,2854,3,1
2021 Maruti Swift VXI AMT BSVI,Aug 2021,1197.0,Third Party,Automatic,21000.0,First Owner,Petrol,88.5,5.0,22.56,Hatchback,Delhi,6.99,2021.0,Maruti,Swift VXI AMT BSVI,4,1,3,5,20,2168,3,0
2013 Renault Scala Diesel RxZ,Dec 2013,1461.0,Comprehensive,Manual,85000.0,First Owner,Diesel,84.8,5.0,21.64,Sedan,Delhi,2.95,2013.0,Renault,Scala Diesel RxZ,1,1,0,5,26,1934,8,1
2017 Honda City i VTEC V,May 2017,1497.0,Comprehensive,Manual,47000.0,First Owner,Petrol,117.3,5.0,17.8,Sedan,Delhi,7.75,2017.0,Honda,City i VTEC V,4,1,0,5,10,583,8,1
2017 Hyundai Xcent 1.2 VTVT S,Jun 2017,1197.0,Comprehensive,Manual,53620.0,First Owner,Petrol,81.8,5.0,20.14,Sedan,Delhi,4.59,2017.0,Hyundai,Xcent 1.2 VTVT S,4,1,0,5,11,2740,8,1
2022 Tata Tiago XTA AMT BSVI,Jun 2022,1199.0,Third Party,Automatic,9574.0,First Owner,Petrol,84.8,5.0,19.0,Hatchback,Ahmedabad,6.8,2022.0,Tata,Tiago XTA AMT BSVI,4,1,3,1,28,2273,3,0
2013 Hyundai i10 Era 1.1 iTech SE,Sept 2013,1086.0,Third Party,Manual,71000.0,First Owner,Petrol,68.0,5.0,19.81,Hatchback,Ahmedabad,3.25,2013.0,Hyundai,i10 Era 1.1 iTech SE,4,1,3,1,11,2816,3,1
2013 Ford Ecosport 1.5 Ti VCT MT Ambiente,2013,1499.0,Third Party,Manual,80000.0,Second Owner,Petrol,110.0,5.0,15.8,SUV,Pune,3.0,2013.0,Ford,Ecosport 1.5 Ti VCT MT Ambiente,4,3,3,12,9,821,7,1
2017 Ford Ecosport 1.5 Diesel Titanium BSIV,2017,1498.0,Third Party,Manual,80000.0,First Owner,Diesel,98.9,5.0,23.0,SUV,Hyderabad,7.0,2017.0,Ford,Ecosport 1.5 Diesel Titanium BSIV,1,1,3,7,9,795,7,1
2017 Toyota Innova Crysta 2.4 VX MT BSIV,2017,2393.0,Third Party,Manual,60000.0,First Owner,Diesel,147.8,7.0,13.68,MUV,Delhi,15.0,2017.0,Toyota,Innova Crysta 2.4 VX MT BSIV,1,1,3,5,29,1255,4,1
2016 Maruti Celerio VXI Optional,Feb 2017,998.0,Third Party,Manual,44000.0,First Owner,Petrol,67.0,5.0,23.1,Hatchback,Hyderabad,4.4,2016.0,Maruti,Celerio VXI Optional,4,1,3,7,20,463,3,1
2018 Honda WR-V i-VTEC VX,Jun 2018,1199.0,Comprehensive,Manual,54097.0,First Owner,Petrol,88.7,5.0,17.5,SUV,Bangalore,8.25,2018.0,Honda,WR-V i-VTEC VX,4,1,0,2,10,2500,7,1
2011 Volkswagen Vento IPL II Petrol Highline AT,2011,1598.0,Third Party,Automatic,70000.0,First Owner,Petrol,103.56,5.0,14.8,Sedan,Chandigarh,2.8,2011.0,Volkswagen,Vento IPL II Petrol Highline AT,4,1,3,3,30,2364,8,0
2012 BMW 3 Series 320d Luxury Line,2012,1995.0,Third Party,Automatic,100000.0,Third Owner,Diesel,184.0,5.0,18.88,Sedan,Gurgaon,6.0,2012.0,BMW,3 Series 320d Luxury Line,1,4,3,6,1,13,8,0
2014 Renault Duster 85PS Diesel RxE,2014,1461.0,Third Party,Manual,110000.0,First Owner,Diesel,83.8,5.0,20.45,SUV,Delhi,3.9,2014.0,Renault,Duster 85PS Diesel RxE,1,1,3,5,26,748,7,1
2014 Maruti Ertiga ZDI,Jun 2014,1248.0,Third Party,Manual,100227.0,First Owner,Diesel,88.8,7.0,20.77,MUV,Jaipur,6.6,2014.0,Maruti,Ertiga ZDI,1,1,3,8,20,902,4,1
2021 Maruti Wagon R ZXI 1.2,Oct 2021,1197.0,Comprehensive,Manual,9716.0,First Owner,Petrol,81.8,5.0,20.52,Hatchback,Bangalore,7.28,2021.0,Maruti,Wagon R ZXI 1.2,4,1,0,2,20,2555,3,1
2021 Hyundai Venue SX Opt Executive Diesel,2021,1493.0,Third Party,Manual,60000.0,First Owner,Diesel,98.6,5.0,23.7,SUV,Agra,12.5,2021.0,Hyundai,Venue SX Opt Executive Diesel,1,1,3,0,11,2393,7,1
2020 Maruti Ignis 1.2 Sigma BSIV,Jan 2021,1197.0,Third Party,Manual,20764.0,First Owner,Petrol,81.8,5.0,20.89,Hatchback,Ahmedabad,4.84,2020.0,Maruti,Ignis 1.2 Sigma BSIV,4,1,3,1,20,1150,3,1
2016 Maruti Celerio ZXI,Mar 2016,998.0,Third Party,Manual,63848.0,Second Owner,Petrol,65.7,5.0,25.24,Hatchback,Mumbai,3.89,2016.0,Maruti,Celerio ZXI,4,3,3,11,20,474,3,1
2014 Maruti Swift VDI BSIV,Feb 2015,1248.0,Third Party,Manual,43370.0,Second Owner,Diesel,74.0,5.0,25.2,Hatchback,Chandigarh,3.74,2014.0,Maruti,Swift VDI BSIV,1,3,3,3,20,2158,3,1
2019 Datsun RediGO T Option,2019,799.0,Third Party,Manual,20000.0,Second Owner,Petrol,53.6,5.0,22.7,Hatchback,Bangalore,2.9,2019.0,Datsun,RediGO T Option,4,3,3,2,6,1788,3,1
2018 Hyundai i20 Active 1.2 SX Dual Tone,Jun 2018,1197.0,Third Party,Manual,70784.0,First Owner,Petrol,81.8,5.0,17.19,Hatchback,Hyderabad,7.22,2018.0,Hyundai,i20 Active 1.2 SX Dual Tone,4,1,3,7,11,2855,3,1
2015 Maruti Alto K10 VXI,Jun 2015,998.0,Third Party,Manual,46885.0,Second Owner,Petrol,67.0,5.0,23.95,Hatchback,Pune,2.86,2015.0,Maruti,Alto K10 VXI,4,3,3,12,20,161,3,1
2021 Maruti Baleno Zeta CVT,2021,1197.0,Third Party,Automatic,10000.0,First Owner,Petrol,81.8,5.0,19.56,Hatchback,Delhi,7.99,2021.0,Maruti,Baleno Zeta CVT,4,1,3,5,20,346,3,0
2014 Audi Q3 2.0 TDI,Jan 2015,1968.0,Comprehensive,Automatic,108000.0,Third Owner,Diesel,174.3,5.0,15.73,SUV,Bangalore,16.75,2014.0,Audi,Q3 2.0 TDI,1,4,0,2,0,1697,7,0
2013 Mitsubishi Pajero Sport 4X4,2013,2477.0,Third Party,Manual,100000.0,Second Owner,Diesel,175.5,7.0,13.5,SUV,Pune,7.95,2013.0,Mitsubishi,Pajero Sport 4X4,1,3,3,12,22,1626,7,1
2010 Toyota Corolla Altis GL,Dec 2010,1798.0,Comprehensive,Manual,70000.0,First Owner,Petrol,138.1,5.0,14.53,Sedan,Kolkata,2.75,2010.0,Toyota,Corolla Altis GL,4,1,0,9,29,671,8,1
2018 BMW 5 Series 530i Sport Line,Sept 2018,1998.0,Comprehensive,Automatic,35500.0,First Owner,Petrol,252.0,5.0,15.56,Sedan,Mumbai,41.5,2018.0,BMW,5 Series 530i Sport Line,4,1,0,11,1,43,8,0
2019 Maruti Celerio VXI Optional AMT BSIV,Jul 2019,998.0,Zero Dep,Automatic,31795.0,Third Owner,Petrol,67.0,5.0,23.1,Hatchback,Chennai,4.89,2019.0,Maruti,Celerio VXI Optional AMT BSIV,4,4,4,4,20,464,3,0
2017 Maruti Baleno 1.2 CVT Zeta,Oct 2017,1197.0,Zero Dep,Automatic,51536.0,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Mumbai,6.13,2017.0,Maruti,Baleno 1.2 CVT Zeta,4,1,4,11,20,322,3,0
2016 Hyundai i20 Magna 1.2,Apr 2016,1197.0,Third Party,Manual,66630.0,Second Owner,Petrol,81.8,5.0,18.6,Hatchback,Ahmedabad,5.34,2016.0,Hyundai,i20 Magna 1.2,4,3,3,1,11,2888,3,1
2017 Maruti Swift Dzire LXI 1.2,Jun 2017,1197.0,Third Party,Manual,32825.0,First Owner,Petrol,81.8,5.0,21.21,Sedan,Delhi,5.48,2017.0,Maruti,Swift Dzire LXI 1.2,4,1,3,5,20,2108,8,1
2021 Maruti Baleno Zeta CVT,Aug 2021,1197.0,Comprehensive,Automatic,30854.0,Second Owner,Petrol,81.8,5.0,19.56,Hatchback,Delhi,8.1,2021.0,Maruti,Baleno Zeta CVT,4,3,0,5,20,346,3,0
2017 Maruti Swift Dzire ZDI Plus,Oct 2017,1248.0,Third Party,Manual,71821.0,First Owner,Diesel,74.0,5.0,28.4,Sedan,Hyderabad,7.71,2017.0,Maruti,Swift Dzire ZDI Plus,1,1,3,7,20,2134,8,1
2021 MG Hector Plus Sharp Diesel MT,2021,1956.0,Third Party,Manual,50000.0,Second Owner,Diesel,167.6,6.0,16.65,SUV,Mumbai,20.0,2021.0,MG,Hector Plus Sharp Diesel MT,1,3,3,11,18,1121,7,1
2021 Maruti Baleno Delta,Apr 2021,1197.0,Zero Dep,Manual,16990.0,Second Owner,Petrol,81.8,5.0,21.01,Hatchback,Chandigarh,7.04,2021.0,Maruti,Baleno Delta,4,3,4,3,20,334,3,1
2020 Maruti Ciaz 1.4 Sigma,Mar 2020,1373.0,Third Party,Manual,63958.0,First Owner,Petrol,91.1,5.0,20.73,Sedan,Delhi,8.29,2020.0,Maruti,Ciaz 1.4 Sigma,4,1,3,5,20,500,8,1
