full_name,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,resale_price_Lakh
2022 Audi A4 Technology,2022,1998 cc,Third Party insurance,Automatic,"10,000 Kms",First Owner,Petrol,187.74bhp,5.0,17.42 kmpl,Sedan,Kolkata,48.0
2009 Maruti Wagon R LX Minor,2009,1061 cc,Third Party insurance,Manual,"70,000 Kms",Third Owner,Petrol,67bhp,5.0,18.9 kmpl,Hatchback,Ahmedabad,1.3
2013 Maruti Alto 800 LXI,Mar 2013,796 cc,Third Party,Manual,"47,606 Kms",First Owner,Petrol,47.33bhp,5.0,22.05 kmpl,Hatchback,Kolkata,1.83
2013 Hyundai EON D Lite Plus,2013,814 cc,Third Party insurance,Manual,"70,000 Kms",Second Owner,Petrol,55.2bhp,5.0,21.1 kmpl,Hatchback,Jaipur,1.45
2011 Maruti Swift VXI,Jul 2011,1197 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,Petrol,81.80bhp,5.0,21.21 kmpl,Hatchback,Bangalore,3.75
2015 Maruti Ciaz VXi Plus,Jun 2015,1373 cc,Third Party,Manual,"68,413 Kms",Second Owner,Petrol,91.1bhp,5.0,20.73 kmpl,Sedan,Pune,5.04
2019 Ford Ecosport 1.5 Petrol Titanium Plus BSIV,Jun 2019,1497 cc,Third Party,Manual,"29,261 Kms",Second Owner,Petrol,121.36bhp,5.0,17 kmpl,SUV,Chennai,8.29
2013 Mahindra XUV500 W8 FWD,2013,2179 cc,Third Party insurance,Manual,"90,000 Kms",Second Owner,Diesel,140bhp,7.0,15.1 kmpl,SUV,Bangalore,8.25
2018 Jeep Compass 1.4 Limited Option,May 2018,1368 cc,Comprehensive,Automatic,"56,000 Kms",Second Owner,Petrol,160bhp,5.0,16 kmpl,SUV,Delhi,14.95
2015 Renault Duster 85PS Diesel RxE,2015,1461 cc,Third Party insurance,Manual,"40,000 Kms",Second Owner,Diesel,83.8bhp,5.0,20.45 kmpl,SUV,Gurgaon,4.21
2016 Honda Amaze S i-Vtech,Jun 2016,1198 cc,Third Party,Manual,"1,04,681 Kms",First Owner,Petrol,86.7bhp,5.0,18 kmpl,Sedan,Ahmedabad,4.45
2019 Toyota Fortuner 2.8 2WD AT BSIV,Jul 2019,2755 cc,Comprehensive,Automatic,"75,000 Kms",First Owner,Diesel,174.5bhp,7.0,12.9 kmpl,SUV,Delhi,32.65
2017 Hyundai Grand i10 CRDi Sportz,2017,1120 cc,Third Party insurance,Manual,"1,10,000 Kms",First Owner,Diesel,70bhp,5.0,24 kmpl,Hatchback,Ahmedabad,3.8
2012 Nissan Sunny Diesel XL,Nov 2012,1461 cc,Comprehensive,Manual,"1,10,000 Kms",First Owner,Diesel,84.8bhp,5.0,21.64 kmpl,Sedan,Mumbai,3.2
2015 Honda City i VTEC CVT VX,Dec 2015,1497 cc,Comprehensive,Automatic,"43,358 Kms",Second Owner,Petrol,117.3bhp,5.0,18 kmpl,Sedan,Bangalore,7.51
2012 Ford Figo Diesel Celebration Edition,2012,1399 cc,Third Party insurance,Manual,"60,000 Kms",Third Owner,Diesel,68.1bhp,5.0,20 kmpl,Hatchback,Jaipur,1.47
2011 Chevrolet Beat PS,2011,1199 cc,Third Party insurance,Manual,"40,000 Kms",First Owner,Petrol,79.4bhp,5.0,18.6 kmpl,Hatchback,Kolkata,1.75
2020 Honda City VX MT,Dec 2020,1498 cc,Zero Dep,Manual,"36,000 Kms",First Owner,Petrol,119.35bhp,5.0,18.6 kmpl,Sedan,Gurgaon,10.75
2017 Hyundai i20 Asta 1.2,Jun 2017,1197 cc,Third Party,Manual,"64,235 Kms",Second Owner,Petrol,81.83bhp,5.0,18.6 kmpl,Hatchback,Bangalore,6.49
2017 Tata Tiago 1.2 Revotron XT,Jan 2018,1199 cc,Third Party insurance,Manual,"68,039 Kms",Second Owner,Petrol,84bhp,5.0,23.84 kmpl,Hatchback,Bangalore,4.82
2015 Maruti Swift Dzire VXI,2015,1197 cc,Third Party insurance,Manual,"80,000 Kms",First Owner,Petrol,83.14bhp,5.0,20.85 kmpl,Sedan,Kolkata,4.1
2020 Hyundai Venue SX Opt Diesel BSVI,Mar 2020,1493 cc,Comprehensive,Manual,"44,000 Kms",First Owner,Diesel,113.45bhp,5.0,,SUV,Pune,11.5
2020 Maruti Wagon R VXI 1.2,Feb 2020,1197 cc,Comprehensive,Manual,"41,000 Kms",First Owner,Petrol,81.80bhp,5.0,20.52 kmpl,Hatchback,Delhi,4.96
2012 Hyundai i10 Asta AT,Oct 2012,1197 cc,Comprehensive,Automatic,"63,000 Kms",Second Owner,Petrol,78.9bhp,5.0,16.95 kmpl,Hatchback,Delhi,2.0
2012 Toyota Corolla Altis 1.8 VL AT,Feb 2012,1794 cc,Comprehensive,Automatic,"51,863 Kms",First Owner,Petrol,138.1bhp,5.0,14.53 kmpl,Sedan,Delhi,4.0
2022 Tata Altroz XZ BSVI,2022,1199 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,86.83bhp,5.0,19.33 kmpl,Hatchback,Hyderabad,8.8
2010 Maruti Alto K10 VXI,Feb 2011,998 cc,Comprehensive,Manual,"41,987 Kms",First Owner,Petrol,65.71bhp,5.0,24.39 kmpl,Hatchback,Bangalore,2.34
2018 Mercedes-Benz CLA 200 CGI Sport,Jan 2018,1991 cc,Comprehensive,Automatic,"27,589 Kms",First Owner,Petrol,183bhp,5.0,15.04 kmpl,Sedan,Delhi,27.5
2018 Honda WR-V i-VTEC S,Jun 2018,1199 cc,Third Party insurance,Manual,"52,000 Kms",Second Owner,Petrol,88.7bhp,5.0,17.5 kmpl,SUV,Delhi,5.85
2017 Mahindra XUV500 W10 2WD,Nov 2017,2179 cc,Comprehensive,Manual,"95,000 Kms",First Owner,Diesel,140bhp,7.0,16 kmpl,SUV,Bangalore,13.45
2020 Maruti Vitara Brezza LXI,2020,1462 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,103.26bhp,5.0,17.03 kmpl,SUV,Delhi,7.35
2018 Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Jul 2018,1248 cc,Comprehensive,Automatic,"32,000 Kms",First Owner,Diesel,88.5bhp,5.0,24.3 kmpl,SUV,Kolkata,7.75
2017 Ford Aspire 1.5 TDCi Titanium,2017,1498 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Diesel,99bhp,5.0,25.83 kmpl,Sedan,Agra,6.0
2014 Maruti Swift ZXI,Jul 2014,1197 cc,Comprehensive,Manual,"33,181 Kms",Second Owner,Petrol,88.50bhp,5.0,22.38 kmpl,Hatchback,Pune,4.13
2019 Mahindra Marazzo M8,2019,1497 cc,Third Party insurance,Manual,"50,000 Kms",First Owner,Diesel,121bhp,7.0,17.3 kmpl,MUV,Bangalore,13.5
2020 Hyundai i20 Sportz Plus CVT,2020,1197 cc,Third Party insurance,Automatic,"30,000 Kms",First Owner,Petrol,81.86bhp,5.0,17.4 kmpl,Hatchback,Pune,7.5
2013 Mercedes-Benz C-Class C 220 CDI BE Avantgare,Jul 2013,2143 cc,Third Party insurance,Automatic,"85,000 Kms",First Owner,Diesel,167.62bhp,5.0,14.84 kmpl,Sedan,Hyderabad,13.5
2016 Hyundai i20 Sportz 1.2,Jun 2017,1197 cc,Third Party insurance,Manual,"51,817 Kms",First Owner,Petrol,82.85bhp,5.0,18.5 kmpl,Hatchback,Hyderabad,6.5
2015 Hyundai i20 Magna 1.2,Dec 2015,1197 cc,Third Party insurance,Manual,"44,258 Kms",Third Owner,Petrol,81.83bhp,5.0,18.6 kmpl,Hatchback,Kolkata,3.63
2018 Hyundai Creta 1.6 VTVT SX Plus,Jun 2018,1591 cc,Third Party,Manual,"1,05,133 Kms",First Owner,Petrol,121.3bhp,5.0,13 kmpl,SUV,Ahmedabad,10.1
2020 Ford Endeavour Titanium Plus 4X4 AT,Jul 2020,1996 cc,Third Party insurance,Automatic,"44,989 Kms",First Owner,Diesel,167.62bhp,7.0,12.4 kmpl,SUV,Hyderabad,39.0
2022 Hyundai Venue SX Opt Turbo iMT BSVI,2022,998 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,118.41bhp,5.0,,SUV,Chennai,10.85
2015 Hyundai Grand i10 Asta Option,Jun 2015,1197 cc,Third Party,Manual,"74,060 Kms",Third Owner,Petrol,82bhp,5.0,18.9 kmpl,Hatchback,Pune,3.9
2009 Chevrolet Spark 1.0 LT Option Pack,2009,995 cc,Third Party insurance,Manual,"60,000 Kms",Second Owner,Petrol,"63PS at 5,400 rpm",5.0,16 kmpl,Hatchback,Agra,0.5
2017 Honda City i-DTEC ZX,Jul 2017,1498 cc,Comprehensive,Manual,"38,000 Kms",First Owner,Diesel,97.9bhp,5.0,25.6 kmpl,Sedan,Mumbai,9.51
2015 Hyundai Grand i10 Magna,2015,1197 cc,Third Party insurance,Manual,"30,000 Kms",First Owner,Petrol,82bhp,5.0,18.9 kmpl,Hatchback,Agra,3.8
2014 Hyundai Xcent 1.2 Kappa S AT,Jun 2014,1197 cc,Third Party insurance,Automatic,"81,000 Kms",First Owner,Petrol,82bhp,5.0,19.1 kmpl,Sedan,Pune,4.0
2015 Ford Ecosport 1.5 Petrol Titanium,Jun 2015,1496 cc,Third Party insurance,Manual,"18,500 Kms",First Owner,Petrol,120.69bhp,5.0,15.9 kmpl,SUV,Bangalore,6.25
2013 Renault Duster 85PS Diesel RxE,Apr 2013,1461 cc,Third Party insurance,Manual,"65,000 Kms",First Owner,Diesel,83.8bhp,5.0,20.45 kmpl,SUV,Kolkata,2.0
2022 Maruti S-Presso VXI Opt CNG,2022,998 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,CNG,58.33bhp,4.0,,Hatchback,Mumbai,5.5
2019 Volkswagen Polo 1.0 MPI Trendline,Jun 2019,999 cc,Third Party,Manual,"31,372 Kms",Second Owner,Petrol,75.10bhp,5.0,17.74 kmpl,Hatchback,Ahmedabad,5.31
2016 Tata Indigo LX (TDI) BS-III,2016,1405 cc,Third Party insurance,Manual,"70,000 Kms",First Owner,Diesel,69.01bhp,5.0,19.09 kmpl,Sedan,Delhi,3.5
2014 Maruti Celerio VXI AMT,Feb 2014,998 cc,Comprehensive,Automatic,"28,577 Kms",Third Owner,Petrol,65.71bhp,5.0,26.68 kmpl,Hatchback,Bangalore,3.68
2016 Maruti Ciaz VXi Plus,Jun 2016,1373 cc,Comprehensive,Manual,"62,000 Kms",First Owner,Petrol,91.1bhp,5.0,20.73 kmpl,Sedan,Mumbai,5.9
2018 Renault KWID 1.0 RXT Optional,Apr 2018,999 cc,Comprehensive,Manual,"45,333 Kms",First Owner,Petrol,67bhp,5.0,23.01 kmpl,Hatchback,Chennai,3.9
2016 Mahindra Bolero ZLX,May 2016,2523 cc,Comprehensive,Manual,"42,000 Kms",First Owner,Diesel,62.1bhp,7.0,15.96 kmpl,SUV,Bangalore,7.9
2021 BMW 2 Series 220d Sportline,Feb 2021,1995 cc,Third Party insurance,Automatic,"11,700 Kms",First Owner,Diesel,187.74bhp,5.0,18.64 kmpl,Sedan,Kolkata,34.0
2022 Hyundai Santro Sportz,May 2022,1086 cc,Comprehensive,Manual,"11,000 Kms",First Owner,Petrol,68.05bhp,5.0,20.3 kmpl,Hatchback,Delhi,5.45
2012 Volkswagen Vento Diesel Trendline,Jan 2013,1598 cc,Third Party insurance,Manual,"1,23,000 Kms",First Owner,Diesel,103.6bhp,5.0,20.54 kmpl,Sedan,Hyderabad,3.75
2011 Honda Jazz X,2011,1198 cc,Third Party insurance,Manual,"1,20,000 Kms",Second Owner,Petrol,88.8bhp,5.0,16.7 kmpl,Hatchback,Ahmedabad,2.96
2017 Honda City i VTEC V,Aug 2017,1497 cc,Not Available,Manual,"70,289 Kms",First Owner,Petrol,117.3bhp,5.0,17.8 kmpl,Sedan,Chennai,7.46
2018 Toyota Fortuner 2.8 4WD AT BSIV,2018,2755 cc,Third Party insurance,Automatic,"50,000 Kms",First Owner,Diesel,174.5bhp,7.0,15.04 kmpl,SUV,Mumbai,36.0
2020 Mahindra Thar LX 4-Str Hard Top AT BSVI,2020,1997 cc,Third Party insurance,Automatic,"50,000 Kms",First Owner,Petrol,150bhp,4.0,,SUV,Delhi,14.0
2013 Hyundai i10 Sportz AT,Jun 2013,1197 cc,Third Party,Automatic,"53,812 Kms",Third Owner,Petrol,78.9bhp,5.0,16.95 kmpl,Hatchback,Pune,3.03
2022 MG Hector Sharp CVT,Mar 2022,1451 cc,Comprehensive,Automatic,"7,500 Kms",First Owner,Petrol,141bhp,5.0,,SUV,Delhi,19.9
2014 Hyundai Verna 1.6 SX,Aug 2014,1582 cc,Not Available,Manual,"94,009 Kms",First Owner,Diesel,126.32bhp,5.0,22.32 kmpl,Sedan,Gurgaon,3.5
2011 Maruti Wagon R VXI 1.2,Feb 2011,1197 cc,Comprehensive,Manual,"74,000 Kms",Second Owner,Petrol,81.80bhp,5.0,20.52 kmpl,Hatchback,Delhi,1.75
2020 Maruti Ignis 1.2 AMT Zeta BSIV,Nov 2020,1197 cc,Zero Dep,Automatic,"14,956 Kms",First Owner,Petrol,81.80bhp,5.0,20.89 kmpl,Hatchback,Hyderabad,6.92
2010 Maruti Ritz LXI,May 2010,1197 cc,Comprehensive,Manual,"63,000 Kms",Second Owner,Petrol,85.80bhp,5.0,21.1 kmpl,Hatchback,Pune,2.2
2016 Datsun RediGO D,Aug 2016,799 cc,Third Party insurance,Manual,"49,722 Kms",First Owner,Petrol,53.64bhp,5.0,22.7 kmpl,Hatchback,Hyderabad,2.1
2008 Hyundai i10 Sportz,Aug 2008,1197 cc,Not Available,Manual,"80,198 Kms",Second Owner,Petrol,78.9bhp,5.0,20.36 kmpl,Hatchback,Bangalore,2.3
2010 Hyundai i20 1.2 Magna,Nov 2010,1197 cc,Comprehensive,Manual,"47,500 Kms",First Owner,Petrol,80 PS at 5200 rpm,5.0,18.5 kmpl,Hatchback,Kolkata,1.59
2018 Mahindra XUV500 W9 BSIV,Jul 2018,2179 cc,Third Party insurance,Manual,"58,000 Kms",First Owner,Diesel,152.87bhp,7.0,15.1 kmpl,SUV,Hyderabad,15.95
2016 Toyota Innova Crysta 2.8 ZX AT BSIV,Jul 2016,2755 cc,Zero Dep,Automatic,"94,526 Kms",First Owner,Diesel,171.5bhp,7.0,11.36 kmpl,MUV,Mumbai,17.25
2014 Renault Duster 85PS Diesel RxL,Jan 2015,1461 cc,Comprehensive,Manual,"50,000 Kms",First Owner,Diesel,83.8bhp,5.0,20.45 kmpl,SUV,Delhi,3.75
2020 Toyota Fortuner 2.8 2WD AT BSIV,Aug 2020,2755 cc,Comprehensive,Automatic,"45,000 Kms",First Owner,Diesel,174.5bhp,7.0,12.9 kmpl,SUV,Mumbai,37.5
2016 Maruti Ciaz ZXi Plus,Aug 2016,1373 cc,Third Party insurance,Manual,"52,000 Kms",First Owner,Petrol,91.1bhp,5.0,20.73 kmpl,Sedan,Delhi,6.75
2022 Renault KWID 1.0 RXL BSVI,2022,999 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,Petrol,67.06bhp,5.0,21.46 kmpl,Hatchback,Delhi,4.7
2018 Hyundai Creta 1.6 SX Diesel,Apr 2018,1582 cc,Comprehensive,Manual,"1,21,406 Kms",First Owner,Diesel,126.2bhp,5.0,20.5 kmpl,SUV,Ahmedabad,9.68
2020 Volkswagen Polo 1.0 TSI Highline Plus,Oct 2020,999 cc,Comprehensive,Manual,"56,000 Kms",First Owner,Petrol,108.62bhp,5.0,18.24 kmpl,Hatchback,Gurgaon,6.2
2015 Honda Jazz 1.2 SV i VTEC,Jun 2015,1199 cc,Third Party,Manual,"78,814 Kms",Third Owner,Petrol,88.7bhp,5.0,18.7 kmpl,Hatchback,Gurgaon,3.49
2017 Maruti Celerio ZXI AT Optional,Jun 2017,998 cc,Third Party,Automatic,"30,544 Kms",First Owner,Petrol,67.04bhp,5.0,23.1 kmpl,Hatchback,Chennai,4.78
2014 Hyundai Grand i10 Magna,Sept 2014,1197 cc,Comprehensive,Manual,"60,412 Kms",First Owner,Petrol,82bhp,5.0,18.9 kmpl,Hatchback,Bangalore,4.05
2011 Hyundai i20 Asta,Feb 2011,1197 cc,Comprehensive,Manual,"69,000 Kms",Second Owner,Petrol,80 PS at 5200 rpm,5.0,17 kmpl,Hatchback,Pune,2.95
2016 Maruti SX4 S Cross DDiS 200 Delta,2016,1248 cc,Third Party insurance,Manual,"1,10,000 Kms",First Owner,Diesel,88.5bhp,5.0,23.65 kmpl,SUV,Chandigarh,5.0
2013 Maruti Swift VDI,May 2014,1248 cc,Third Party,Manual,"91,653 Kms",First Owner,Diesel,74bhp,5.0,22.9 kmpl,Hatchback,Kolkata,3.07
2022 Skoda Slavia 1.0 TSI Ambition AT BSVI,Jun 2022,999 cc,Third Party insurance,Automatic,"25,207 Kms",First Owner,Petrol,113.98bhp,5.0,18.07 kmpl,Sedan,Ahmedabad,13.25
2017 Maruti Swift Dzire LDI,2017,1248 cc,Third Party insurance,Manual,"30,000 Kms",First Owner,Diesel,74bhp,5.0,23.4 kmpl,Sedan,Delhi,4.5
2019 Renault KWID 1.0 RXT Optional AT 2016-2019,Oct 2019,999 cc,Third Party insurance,Automatic,"51,237 Kms",Second Owner,Petrol,67bhp,5.0,23.01 kmpl,Hatchback,Hyderabad,4.31
2012 Honda Brio S MT,Sept 2012,1198 cc,Third Party,Manual,"64,000 Kms",First Owner,Petrol,86.8bhp,5.0,19.4 kmpl,Hatchback,Delhi,2.96
2011 Mercedes-Benz E-Class E 200 CGI Avantgarde,Mar 2011,1796 cc,Comprehensive,Automatic,"87,000 Kms",First Owner,Petrol,185bhp,5.0,12.3 kmpl,Sedan,Mumbai,8.99
2011 Hyundai i20 1.2 Sportz,2011,1197 cc,Third Party insurance,Manual,"1,10,000 Kms",Third Owner,Petrol,80 PS at 5200 rpm,5.0,17 kmpl,Hatchback,Pune,2.5
2014 Hyundai Santro Xing GLS CNG,2014,1086 cc,Third Party insurance,Manual,"70,000 Kms",Second Owner,CNG,62.1bhp,5.0,11.88 kmpl,Hatchback,Gurgaon,2.4
2017 Renault KWID RXL,Aug 2017,799 cc,Third Party insurance,Manual,"8,855 Kms",First Owner,Petrol,53.3bhp,5.0,25.17 kmpl,Hatchback,Mumbai,3.65
2018 Maruti Swift Dzire AMT VXI BS IV,2018,1197 cc,Third Party insurance,Automatic,"50,000 Kms",First Owner,Petrol,81.80bhp,5.0,22 kmpl,Sedan,Lucknow,5.5
2016 Hyundai Verna 1.6 VTVT S,2016,1591 cc,Third Party insurance,Manual,"40,000 Kms",First Owner,Petrol,121.3bhp,5.0,17.01 kmpl,Sedan,Kolkata,5.1
2018 Maruti Ignis Delta BSVI,Sept 2018,1197 cc,Comprehensive,Manual,"43,000 Kms",First Owner,Petrol,81.80bhp,5.0,20.89 kmpl,Hatchback,Chennai,4.95
2018 Tata Tiago 1.2 Revotron XZ Plus Dual Tone,Jun 2018,1199 cc,Comprehensive,Manual,"25,730 Kms",Second Owner,Petrol,84bhp,5.0,23.84 kmpl,Hatchback,Pune,5.55
2012 Maruti Swift ZDi,May 2012,1248 cc,Comprehensive,Manual,"99,479 Kms",First Owner,Diesel,74bhp,5.0,22.9 kmpl,Hatchback,Pune,4.47
2011 Mitsubishi Outlander 2.4,2011,2360 cc,Third Party insurance,Automatic,"80,000 Kms",Second Owner,Petrol,170PS,5.0,11.3 kmpl,SUV,Agra,3.97
2018 Maruti Celerio X AMT ZXI BSIV,Dec 2018,998 cc,Comprehensive,Automatic,"42,174 Kms",First Owner,Petrol,67bhp,5.0,21.63 kmpl,Hatchback,Bangalore,5.21
2013 Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,2494 cc,Third Party insurance,Manual,"1,00,000 Kms",First Owner,Diesel,100bhp,8.0,12.99 kmpl,MUV,Bangalore,7.0
2009 Tata Indigo TDI,2009,1405 cc,Third Party insurance,Manual,"80,000 Kms",First Owner,Diesel,70bhp,5.0,19.61 kmpl,Sedan,Kolkata,1.15
2016 Volkswagen Vento 1.6 Highline,Aug 2016,1598 cc,Comprehensive,Manual,"63,000 Kms",First Owner,Petrol,103.2bhp,5.0,16.09 kmpl,Sedan,Ahmedabad,5.8
2014 Volvo S60 D4 KINETIC,Jan 2014,1969 cc,Third Party insurance,Automatic,"78,000 Kms",Second Owner,Diesel,190bhp,5.0,27.03 kmpl,Sedan,Bangalore,13.95
2020 Hyundai i20 Sportz Plus,Feb 2020,1197 cc,Third Party insurance,Manual,"51,216 Kms",First Owner,Petrol,81.86bhp,5.0,18.6 kmpl,Hatchback,Hyderabad,7.64
2020 Maruti Wagon R CNG LXI,Feb 2020,998 cc,Third Party insurance,Manual,"42,649 Kms",First Owner,CNG,58.33bhp,5.0,32.52 kmpl,Hatchback,Lucknow,5.61
2018 Maruti Wagon R LXI CNG,May 2018,998 cc,Third Party insurance,Manual,"94,153 Kms",First Owner,CNG,58.16bhp,5.0,26.6 kmpl,Hatchback,Ahmedabad,4.11
2013 Volkswagen Vento Petrol Highline,Jun 2013,1598 cc,Comprehensive,Manual,"89,797 Kms",Second Owner,Petrol,103.6bhp,5.0,15.04 kmpl,Sedan,Ahmedabad,3.65
2018 Mahindra XUV500 AT W10 FWD,Jul 2018,2179 cc,Comprehensive,Automatic,"72,000 Kms",First Owner,Diesel,140bhp,7.0,16 kmpl,SUV,Pune,14.75
2022 Maruti Ciaz Alpha BSVI,2022,1462 cc,Third Party insurance,Manual,"20,000 Kms",First Owner,Petrol,103.25bhp,5.0,20.65 kmpl,Sedan,Hyderabad,12.0
2018 Jaguar XE Portfolio,2018,1999 cc,Third Party insurance,Automatic,"40,000 Kms",First Owner,Petrol,246.74bhp,5.0,13.5 kmpl,Sedan,Delhi,25.0
2021 Tata Nexon XZ 2020-2022,Jun 2021,1199 cc,Comprehensive,Manual,"17,429 Kms",First Owner,Petrol,118.36bhp,5.0,17.57 kmpl,SUV,Bangalore,8.34
2018 Maruti Alto 800 LXI,Feb 2018,796 cc,Comprehensive,Manual,"17,672 Kms",First Owner,Petrol,47.33bhp,5.0,22.05 kmpl,Hatchback,Delhi,3.3
2017 Honda Amaze SX i VTEC,Feb 2017,1198 cc,Third Party,Manual,"1,15,293 Kms",First Owner,Petrol,86.7bhp,5.0,17.8 kmpl,Sedan,Delhi,4.42
2021 Hyundai Santro Asta,Oct 2021,1086 cc,Zero Dep,Manual,"20,837 Kms",Second Owner,Petrol,68.05bhp,5.0,20.3 kmpl,Hatchback,Hyderabad,5.62
2017 Honda Jazz 1.2 VX i VTEC,Aug 2017,1199 cc,Comprehensive,Manual,"70,235 Kms",First Owner,Petrol,88.7bhp,5.0,18.7 kmpl,Hatchback,Bangalore,5.62
2017 Nissan Micra XV CVT,Mar 2018,1198 cc,Comprehensive,Automatic,"12,723 Kms",First Owner,Petrol,75.94bhp,5.0,19.15 kmpl,Hatchback,Kolkata,4.98
2017 Mahindra Thar CRDe,Aug 2017,2498 cc,Third Party insurance,Manual,"63,510 Kms",First Owner,Diesel,105bhp,6.0,16.55 kmpl,SUV,Lucknow,6.52
2014 Hyundai Verna 1.6 SX VTVT,2014,1591 cc,Third Party insurance,Manual,"1,00,000 Kms",First Owner,Petrol,121.3bhp,5.0,17.01 kmpl,Sedan,Mumbai,5.0
2021 Kia Sonet HTK Plus BSVI,Jan 2021,1197 cc,Not Available,Manual,"40,233 Kms",Second Owner,Petrol,81.86bhp,5.0,18.4 kmpl,SUV,Chandigarh,8.5
2015 Honda Amaze SX i-VTEC,Sept 2015,1198 cc,Comprehensive,Manual,"93,755 Kms",First Owner,Petrol,86.7bhp,5.0,18 kmpl,Sedan,Chennai,4.35
2022 Mahindra XUV300 W6 AMT Sunroof NT BSVI,2022,1197 cc,Third Party insurance,Automatic,"10,000 Kms",First Owner,Petrol,108.62bhp,5.0,16.5 kmpl,SUV,Hyderabad,13.0
2011 Toyota Corolla Altis 1.8 G CNG,2011,1798 cc,Third Party insurance,Manual,"1,50,000 Kms",Second Owner,CNG,138bhp,5.0,14.53 kmpl,Sedan,Pune,3.5
2022 Maruti Ertiga ZXI CNG,2022,1462 cc,Third Party insurance,Manual,"10,000 Kms",First Owner,CNG,86.63bhp,7.0,26.11 kmpl,MUV,Pune,13.11
2016 Maruti Alto 800 LXI,Dec 2016,796 cc,Comprehensive,Manual,"34,721 Kms",First Owner,Petrol,47.33bhp,5.0,22.05 kmpl,Hatchback,Mumbai,2.61
2019 Kia Seltos GTX Plus DCT,Nov 2019,1353 cc,Comprehensive,Automatic,"36,392 Kms",First Owner,Petrol,138.08bhp,5.0,16.5 kmpl,SUV,Kolkata,13.5
2020 Maruti Swift VXI,Feb 2020,1197 cc,Zero Dep,Manual,"16,374 Kms",First Owner,Petrol,81.80bhp,5.0,21.21 kmpl,Hatchback,Mumbai,6.62
2008 Maruti Alto STD,2008,796 cc,Third Party insurance,Manual,"70,000 Kms",Third Owner,Petrol,46.3bhp,5.0,19.7 kmpl,Hatchback,Hyderabad,0.75
2016 Ford Ecosport 1.5 Ti VCT AT Titanium BSIV,Aug 2016,1499 cc,Comprehensive,Automatic,"39,441 Kms",Second Owner,Petrol,110.4bhp,5.0,15.63 kmpl,SUV,Bangalore,6.55
2016 Hyundai Creta 1.6 VTVT SX Plus,Aug 2016,1591 cc,Comprehensive,Manual,"44,306 Kms",Second Owner,Petrol,121.3bhp,5.0,13 kmpl,SUV,Mumbai,7.97
2019 Honda Amaze VX CVT Petrol BSIV,Oct 2019,1199 cc,Third Party insurance,Automatic,"45,560 Kms",First Owner,Petrol,88.76bhp,5.0,19 kmpl,Sedan,Bangalore,7.47
2016 Honda City i DTec VX Option,Jul 2016,1498 cc,Third Party insurance,Manual,"87,100 Kms",First Owner,Diesel,98.6bhp,5.0,26 kmpl,Sedan,Hyderabad,7.8
2019 Hyundai Elantra 2.0 SX Option AT,Dec 2019,1999 cc,Comprehensive,Automatic,"64,882 Kms",First Owner,Petrol,149.92bhp,5.0,14.62 kmpl,Sedan,Pune,13.65
2017 Tata Tiago 1.2 Revotron XZ,May 2017,1199 cc,Third Party,Manual,"65,287 Kms",First Owner,Petrol,84bhp,5.0,23.84 kmpl,Hatchback,Chennai,4.41
2018 Toyota Innova Crysta 2.4 VX MT 8 STR,Jul 2018,2393 cc,Comprehensive,Manual,"44,000 Kms",First Owner,Diesel,147.51bhp,8.0,13.68 kmpl,MUV,Mumbai,19.5
2011 Honda City V MT AVN,Dec 2011,1497 cc,Comprehensive,Manual,"47,745 Kms",First Owner,Petrol,116.3bhp,5.0,16.8 kmpl,Sedan,Bangalore,3.85
2012 Mahindra XUV500 W8 2WD,2012,2179 cc,Third Party insurance,Manual,"90,000 Kms",Third Owner,Diesel,140bhp,7.0,15.1 kmpl,SUV,Chandigarh,5.21
2017 Renault KWID Climber 1.0 AMT,Jul 2018,999 cc,Comprehensive,Automatic,"52,528 Kms",First Owner,Petrol,67bhp,5.0,24.04 kmpl,Hatchback,Pune,3.86
2018 Hyundai Xcent 1.2 VTVT E Plus,Mar 2018,1197 cc,Comprehensive,Manual,"7,000 Kms",First Owner,Petrol,81.86bhp,5.0,20.14 kmpl,Sedan,Delhi,5.25
2018 Hyundai i20 1.2 Magna Executive,May 2018,1197 cc,Third Party insurance,Manual,"48,250 Kms",First Owner,Petrol,81.83bhp,5.0,18.6 kmpl,Hatchback,Gurgaon,5.87
2019 Hyundai Grand i10 1.2 Kappa Magna BSIV,Apr 2019,1197 cc,Third Party,Manual,"25,304 Kms",First Owner,Petrol,81.86bhp,5.0,18.9 kmpl,Hatchback,Mumbai,5.54
